OBD_No,OBD_Date,Goods_Issue_Time,Pick_Time,Pick_Date
45686084,0001-01-01,00:00.0,00:00.0,0001-01-01
45688957,7/24/2022,00:00.0,00:00.0,7/26/2022
45690844,9/2/2022,30:00.0,30:00.0,9/2/2022
45690939,5/2/2023,45:00.0,00:00.0,0001-01-01
45697466,2/22/2024,00:00.0,00:00.0,2/22/2024
45697867,9/10/2022,00:00.0,30:00.0,9/11/2022
45699484,0001-01-01,00:00.0,00:00.0,0001-01-01
45704013,2/19/2024,00:00.0,30:00.0,2/21/2024
45704930,8/31/2022,15:00.0,45:00.0,8/31/2022
45713682,9/30/2024,45:00.0,45:00.0,9/30/2024
45715415,1/25/2023,45:00.0,30:00.0,1/25/2023
45718758,0001-01-01,00:00.0,00:00.0,0001-01-01
45720023,8/1/2022,45:00.0,15:00.0,8/3/2022
45720719,10/9/2022,00:00.0,00:00.0,10/10/2022
45722440,1/8/2024,45:00.0,15:00.0,1/9/2024
45722680,0001-01-01,00:00.0,00:00.0,0001-01-01
45729728,12/10/2022,00:00.0,00:00.0,12/12/2022
45731499,4/11/2023,45:00.0,00:00.0,0001-01-01
45738306,0001-01-01,00:00.0,00:00.0,0001-01-01
45740625,3/8/2023,15:00.0,00:00.0,0001-01-01
45740795,3/4/2022,30:00.0,45:00.0,3/4/2022
45747721,2/20/2022,15:00.0,30:00.0,2/22/2022
45748154,0001-01-01,00:00.0,00:00.0,0001-01-01
45749728,6/24/2023,30:00.0,30:00.0,6/26/2023
45751943,1/5/2023,00:00.0,15:00.0,1/6/2023
45755742,6/9/2023,30:00.0,00:00.0,6/9/2023
45756185,0001-01-01,00:00.0,00:00.0,0001-01-01
45760499,9/5/2023,00:00.0,00:00.0,9/5/2023
45761862,12/4/2023,45:00.0,15:00.0,12/5/2023
45766054,0001-01-01,00:00.0,00:00.0,0001-01-01
45767584,2/8/2024,30:00.0,45:00.0,2/10/2024
45767883,2/9/2022,00:00.0,45:00.0,2/9/2022
45771969,4/19/2023,15:00.0,00:00.0,0001-01-01
45772648,9/13/2022,45:00.0,15:00.0,9/14/2022
45774036,11/6/2023,45:00.0,00:00.0,0001-01-01
45776413,4/23/2023,30:00.0,00:00.0,4/24/2023
45779341,4/23/2024,45:00.0,00:00.0,4/23/2024
45783614,0001-01-01,00:00.0,00:00.0,0001-01-01
45787268,0001-01-01,00:00.0,00:00.0,0001-01-01
45787343,10/20/2023,30:00.0,45:00.0,10/21/2023
45792109,9/8/2023,45:00.0,00:00.0,0001-01-01
45792181,0001-01-01,00:00.0,00:00.0,0001-01-01
45803474,9/10/2023,15:00.0,30:00.0,9/11/2023
45806372,2/6/2022,00:00.0,45:00.0,2/7/2022
45806531,4/22/2023,45:00.0,00:00.0,0001-01-01
45810056,7/26/2024,30:00.0,00:00.0,0001-01-01
45821502,9/15/2023,30:00.0,30:00.0,9/17/2023
45825055,10/19/2023,15:00.0,30:00.0,10/19/2023
45827613,4/8/2023,45:00.0,00:00.0,0001-01-01
45831162,8/13/2023,00:00.0,30:00.0,8/13/2023
45833311,3/11/2022,15:00.0,30:00.0,3/11/2022
45833447,9/6/2023,45:00.0,00:00.0,0001-01-01
45835371,0001-01-01,00:00.0,00:00.0,0001-01-01
45835671,8/29/2023,00:00.0,00:00.0,0001-01-01
45837349,10/14/2022,00:00.0,15:00.0,10/14/2022
45839355,6/6/2022,30:00.0,30:00.0,6/8/2022
45840783,0001-01-01,00:00.0,00:00.0,0001-01-01
45843604,8/21/2022,15:00.0,00:00.0,8/22/2022
45843681,2/16/2023,15:00.0,00:00.0,2/17/2023
45846358,6/5/2023,00:00.0,15:00.0,6/5/2023
45847919,2/11/2024,30:00.0,30:00.0,2/13/2024
45851775,6/4/2022,00:00.0,45:00.0,6/6/2022
45854181,0001-01-01,00:00.0,00:00.0,0001-01-01
45856430,4/25/2024,45:00.0,15:00.0,4/27/2024
45859307,3/27/2023,45:00.0,00:00.0,0001-01-01
45865380,0001-01-01,00:00.0,00:00.0,0001-01-01
45867657,8/24/2022,15:00.0,15:00.0,8/25/2022
45871807,10/20/2023,30:00.0,30:00.0,10/21/2023
45872862,0001-01-01,00:00.0,00:00.0,0001-01-01
45874310,2/25/2024,45:00.0,45:00.0,2/26/2024
45879439,4/29/2023,30:00.0,00:00.0,0001-01-01
45879718,7/13/2023,15:00.0,15:00.0,7/15/2023
45880608,12/25/2023,15:00.0,00:00.0,0001-01-01
45883050,1/19/2022,30:00.0,45:00.0,1/21/2022
45885192,5/5/2022,45:00.0,30:00.0,5/7/2022
45886856,2/28/2022,45:00.0,15:00.0,3/1/2022
45894863,2/9/2023,30:00.0,30:00.0,2/11/2023
45897380,2/14/2024,15:00.0,45:00.0,2/15/2024
45898295,10/4/2023,30:00.0,00:00.0,0001-01-01
45899440,0001-01-01,00:00.0,00:00.0,0001-01-01
45899536,6/16/2023,45:00.0,00:00.0,0001-01-01
45901425,3/15/2023,00:00.0,00:00.0,3/15/2023
45904728,0001-01-01,00:00.0,00:00.0,0001-01-01
45912153,0001-01-01,00:00.0,00:00.0,0001-01-01
45921960,6/11/2022,30:00.0,30:00.0,6/12/2022
45933985,6/22/2022,15:00.0,00:00.0,6/23/2022
45934752,1/26/2022,00:00.0,45:00.0,1/26/2022
45935572,0001-01-01,00:00.0,00:00.0,0001-01-01
45936161,0001-01-01,00:00.0,00:00.0,0001-01-01
45938603,0001-01-01,00:00.0,00:00.0,0001-01-01
45939576,11/29/2023,30:00.0,00:00.0,0001-01-01
45940979,1/15/2023,30:00.0,00:00.0,1/15/2023
45942449,2/9/2023,45:00.0,30:00.0,2/11/2023
45943456,6/5/2022,15:00.0,45:00.0,6/7/2022
45944941,6/8/2022,45:00.0,30:00.0,6/10/2022
45948650,1/19/2024,15:00.0,30:00.0,1/20/2024
45950066,6/13/2022,45:00.0,30:00.0,6/15/2022
45950912,0001-01-01,00:00.0,00:00.0,0001-01-01
45953552,1/23/2024,45:00.0,45:00.0,1/23/2024
45955440,2/18/2022,30:00.0,45:00.0,2/19/2022
45958691,4/27/2022,45:00.0,00:00.0,4/29/2022
45961565,7/14/2023,15:00.0,30:00.0,7/15/2023
45961754,5/19/2022,15:00.0,30:00.0,5/20/2022
45969010,0001-01-01,00:00.0,00:00.0,0001-01-01
45969068,0001-01-01,00:00.0,00:00.0,0001-01-01
45971352,10/4/2023,30:00.0,00:00.0,0001-01-01
45974306,8/2/2023,15:00.0,00:00.0,0001-01-01
45974394,12/28/2023,15:00.0,00:00.0,0001-01-01
45976961,4/23/2022,00:00.0,00:00.0,4/24/2022
45976998,0001-01-01,00:00.0,00:00.0,0001-01-01
45981758,1/18/2024,30:00.0,00:00.0,0001-01-01
45984317,2/22/2022,00:00.0,30:00.0,2/23/2022
45988140,10/31/2023,30:00.0,00:00.0,0001-01-01
45988846,0001-01-01,00:00.0,00:00.0,0001-01-01
45994087,8/8/2023,30:00.0,00:00.0,8/8/2023
45996468,6/22/2023,15:00.0,15:00.0,6/24/2023
45997847,0001-01-01,00:00.0,00:00.0,0001-01-01
45999989,10/18/2022,30:00.0,15:00.0,10/19/2022
46004061,3/7/2022,00:00.0,45:00.0,3/8/2022
46004378,0001-01-01,00:00.0,00:00.0,0001-01-01
46006180,0001-01-01,00:00.0,00:00.0,0001-01-01
46006451,8/3/2024,45:00.0,00:00.0,8/5/2024
46013544,3/2/2022,15:00.0,30:00.0,3/3/2022
46013628,0001-01-01,00:00.0,00:00.0,0001-01-01
46017965,11/19/2023,45:00.0,00:00.0,11/20/2023
46024638,9/5/2023,15:00.0,00:00.0,0001-01-01
46024950,3/29/2022,45:00.0,45:00.0,3/30/2022
46026960,1/29/2022,15:00.0,00:00.0,1/29/2022
46028074,9/22/2022,00:00.0,30:00.0,9/23/2022
46032304,10/7/2022,30:00.0,15:00.0,10/7/2022
46035621,0001-01-01,00:00.0,00:00.0,0001-01-01
46039426,11/27/2023,45:00.0,30:00.0,11/28/2023
46039806,1/5/2024,45:00.0,00:00.0,0001-01-01
46041613,12/1/2023,15:00.0,45:00.0,12/1/2023
46045362,6/2/2022,00:00.0,45:00.0,6/3/2022
46045780,2/26/2022,30:00.0,45:00.0,2/28/2022
46046979,10/18/2023,30:00.0,45:00.0,10/18/2023
46047061,0001-01-01,00:00.0,00:00.0,0001-01-01
46048156,8/19/2023,00:00.0,00:00.0,0001-01-01
46048781,0001-01-01,00:00.0,00:00.0,0001-01-01
46052078,6/29/2024,15:00.0,30:00.0,7/1/2024
46053552,10/26/2022,00:00.0,00:00.0,10/28/2022
46055930,8/13/2022,15:00.0,15:00.0,8/13/2022
46055931,0001-01-01,00:00.0,00:00.0,0001-01-01
46057743,9/30/2022,45:00.0,30:00.0,9/30/2022
46059588,10/23/2023,15:00.0,00:00.0,0001-01-01
46059690,11/27/2022,15:00.0,45:00.0,11/28/2022
46060040,0001-01-01,00:00.0,00:00.0,0001-01-01
46062312,8/5/2022,30:00.0,00:00.0,8/6/2022
46071429,6/30/2022,45:00.0,30:00.0,6/30/2022
46081179,10/11/2022,15:00.0,00:00.0,10/12/2022
46083687,0001-01-01,00:00.0,00:00.0,0001-01-01
46084834,1/22/2023,45:00.0,15:00.0,1/23/2023
46088086,3/12/2024,00:00.0,30:00.0,3/14/2024
46089816,3/20/2022,15:00.0,45:00.0,3/21/2022
46091766,7/14/2022,45:00.0,00:00.0,7/16/2022
46093692,0001-01-01,00:00.0,00:00.0,0001-01-01
46094533,9/14/2022,45:00.0,45:00.0,9/16/2022
46095186,6/27/2023,15:00.0,00:00.0,0001-01-01
46103797,0001-01-01,00:00.0,00:00.0,0001-01-01
46107447,12/16/2022,45:00.0,15:00.0,12/17/2022
46107816,3/3/2024,30:00.0,00:00.0,3/3/2024
46108649,3/5/2023,00:00.0,30:00.0,3/5/2023
46110491,0001-01-01,00:00.0,00:00.0,0001-01-01
46111036,1/22/2022,45:00.0,45:00.0,1/23/2022
46114396,3/13/2023,00:00.0,00:00.0,0001-01-01
46114612,8/21/2022,45:00.0,45:00.0,8/23/2022
46115069,10/31/2022,00:00.0,45:00.0,11/1/2022
46119979,11/13/2023,30:00.0,45:00.0,11/14/2023
46120895,11/28/2022,45:00.0,45:00.0,11/29/2022
46121142,8/5/2023,00:00.0,00:00.0,0001-01-01
46122030,2/5/2023,30:00.0,45:00.0,2/6/2023
46122524,9/19/2023,00:00.0,00:00.0,0001-01-01
46130639,7/8/2023,00:00.0,00:00.0,0001-01-01
46130759,7/17/2022,00:00.0,15:00.0,7/18/2022
46132077,7/13/2022,45:00.0,15:00.0,7/13/2022
46136013,7/15/2022,00:00.0,45:00.0,7/15/2022
46137598,0001-01-01,00:00.0,00:00.0,0001-01-01
46138183,0001-01-01,00:00.0,00:00.0,0001-01-01
46146861,4/22/2022,15:00.0,30:00.0,4/22/2022
46147988,5/8/2022,15:00.0,00:00.0,5/10/2022
46148486,4/16/2023,15:00.0,00:00.0,0001-01-01
46152183,12/25/2022,00:00.0,30:00.0,12/25/2022
46152919,7/1/2022,30:00.0,45:00.0,7/2/2022
46155867,0001-01-01,00:00.0,00:00.0,0001-01-01
46155999,0001-01-01,00:00.0,00:00.0,0001-01-01
46158330,0001-01-01,00:00.0,00:00.0,0001-01-01
46159392,6/12/2023,30:00.0,00:00.0,0001-01-01
46160937,6/19/2023,45:00.0,00:00.0,0001-01-01
46162597,2/11/2023,15:00.0,30:00.0,2/12/2023
46167085,11/15/2023,45:00.0,00:00.0,11/15/2023
46168035,0001-01-01,00:00.0,00:00.0,0001-01-01
46173735,0001-01-01,00:00.0,00:00.0,0001-01-01
46173830,0001-01-01,00:00.0,00:00.0,0001-01-01
46179572,0001-01-01,00:00.0,00:00.0,0001-01-01
46183976,0001-01-01,00:00.0,00:00.0,0001-01-01
46184608,1/19/2024,45:00.0,45:00.0,1/20/2024
46190613,10/20/2023,15:00.0,45:00.0,10/22/2023
46193334,0001-01-01,00:00.0,00:00.0,0001-01-01
46197787,4/14/2024,00:00.0,00:00.0,0001-01-01
46200860,8/31/2023,45:00.0,00:00.0,0001-01-01
46200986,10/16/2022,45:00.0,45:00.0,10/18/2022
46203148,0001-01-01,00:00.0,00:00.0,0001-01-01
46206485,2/25/2024,00:00.0,00:00.0,0001-01-01
46208129,1/16/2024,30:00.0,00:00.0,0001-01-01
46210517,2/3/2022,15:00.0,45:00.0,2/3/2022
46214099,1/16/2022,45:00.0,45:00.0,1/18/2022
46214418,6/11/2023,15:00.0,45:00.0,6/11/2023
46220009,5/12/2022,45:00.0,15:00.0,5/13/2022
46223192,7/31/2022,30:00.0,00:00.0,8/1/2022
46226982,0001-01-01,00:00.0,00:00.0,0001-01-01
46228556,0001-01-01,00:00.0,00:00.0,0001-01-01
46231933,6/25/2023,45:00.0,00:00.0,6/27/2023
46232995,6/27/2023,45:00.0,45:00.0,6/28/2023
46233569,2/27/2022,15:00.0,00:00.0,3/1/2022
46235719,12/7/2023,00:00.0,00:00.0,12/7/2023
46241404,7/20/2024,00:00.0,00:00.0,0001-01-01
46245645,10/23/2023,00:00.0,00:00.0,10/24/2023
46246431,8/9/2022,00:00.0,30:00.0,8/9/2022
46247757,7/13/2022,45:00.0,15:00.0,7/14/2022
46250943,4/11/2023,00:00.0,30:00.0,4/11/2023
46250950,4/14/2023,45:00.0,00:00.0,4/16/2023
46252281,6/16/2023,30:00.0,45:00.0,6/16/2023
46255095,1/17/2024,15:00.0,15:00.0,1/17/2024
46257661,2/1/2023,30:00.0,00:00.0,2/1/2023
46259294,0001-01-01,00:00.0,00:00.0,0001-01-01
46260563,6/26/2022,15:00.0,45:00.0,6/27/2022
46261563,10/5/2024,30:00.0,00:00.0,0001-01-01
46262253,5/9/2023,30:00.0,30:00.0,5/11/2023
46272158,7/18/2022,00:00.0,30:00.0,7/18/2022
46272765,5/26/2023,30:00.0,00:00.0,5/26/2023
46274334,6/22/2022,15:00.0,00:00.0,6/22/2022
46278860,12/11/2023,00:00.0,30:00.0,12/12/2023
46279229,2/12/2023,45:00.0,15:00.0,2/14/2023
46283956,5/8/2023,15:00.0,00:00.0,0001-01-01
46285582,2/16/2024,15:00.0,00:00.0,0001-01-01
46287573,6/23/2022,00:00.0,00:00.0,6/25/2022
46288827,12/29/2022,45:00.0,15:00.0,12/30/2022
46290952,1/10/2024,30:00.0,30:00.0,1/12/2024
46293441,9/30/2022,15:00.0,45:00.0,10/2/2022
46295026,6/12/2023,00:00.0,30:00.0,6/13/2023
46296752,9/24/2023,00:00.0,15:00.0,9/26/2023
46297151,9/6/2022,00:00.0,45:00.0,9/8/2022
46297263,0001-01-01,00:00.0,00:00.0,0001-01-01
46301784,4/28/2022,00:00.0,00:00.0,4/28/2022
46303469,6/29/2023,00:00.0,15:00.0,7/1/2023
46306667,0001-01-01,00:00.0,00:00.0,0001-01-01
46312075,12/16/2023,45:00.0,00:00.0,0001-01-01
46313891,0001-01-01,00:00.0,00:00.0,0001-01-01
46317592,0001-01-01,00:00.0,00:00.0,0001-01-01
46317732,7/24/2023,30:00.0,00:00.0,0001-01-01
46321739,9/29/2023,00:00.0,00:00.0,0001-01-01
46327630,3/14/2022,15:00.0,15:00.0,3/14/2022
46331611,0001-01-01,00:00.0,00:00.0,0001-01-01
46332939,6/23/2023,30:00.0,00:00.0,0001-01-01
46337178,1/6/2023,45:00.0,45:00.0,1/7/2023
46338173,0001-01-01,00:00.0,00:00.0,0001-01-01
46339848,0001-01-01,00:00.0,00:00.0,0001-01-01
46351600,4/9/2022,45:00.0,00:00.0,4/9/2022
46351643,2/18/2023,00:00.0,15:00.0,2/19/2023
46353477,12/28/2023,00:00.0,15:00.0,12/30/2023
46354609,5/11/2023,45:00.0,00:00.0,0001-01-01
46355566,8/6/2023,00:00.0,15:00.0,8/7/2023
46357448,7/25/2022,15:00.0,30:00.0,7/27/2022
46358251,1/24/2022,30:00.0,45:00.0,1/24/2022
46360358,12/18/2023,45:00.0,00:00.0,0001-01-01
46361787,8/26/2023,30:00.0,00:00.0,0001-01-01
46362851,10/30/2023,00:00.0,00:00.0,10/30/2023
46364093,0001-01-01,00:00.0,00:00.0,0001-01-01
46370771,0001-01-01,00:00.0,00:00.0,0001-01-01
46371543,0001-01-01,00:00.0,00:00.0,0001-01-01
46373512,9/7/2023,45:00.0,15:00.0,9/7/2023
46374784,6/4/2023,15:00.0,45:00.0,6/6/2023
46376272,12/28/2022,00:00.0,30:00.0,12/30/2022
46376391,10/25/2023,45:00.0,30:00.0,10/27/2023
46377480,0001-01-01,00:00.0,00:00.0,0001-01-01
46379997,12/24/2023,15:00.0,00:00.0,0001-01-01
46380618,0001-01-01,00:00.0,00:00.0,0001-01-01
46383465,3/5/2023,15:00.0,45:00.0,3/5/2023
46384571,1/20/2023,15:00.0,45:00.0,1/21/2023
46385044,2/6/2022,15:00.0,30:00.0,2/6/2022
46385523,3/28/2024,00:00.0,00:00.0,0001-01-01
46385762,3/4/2023,00:00.0,15:00.0,3/5/2023
46386188,3/28/2022,45:00.0,30:00.0,3/29/2022
46387450,9/10/2023,15:00.0,00:00.0,0001-01-01
46392477,6/13/2022,45:00.0,45:00.0,6/13/2022
46402654,12/8/2024,45:00.0,45:00.0,12/10/2024
46402657,5/6/2023,45:00.0,45:00.0,5/8/2023
46403502,0001-01-01,00:00.0,00:00.0,0001-01-01
46404430,2/20/2023,15:00.0,30:00.0,2/20/2023
46406303,4/5/2022,45:00.0,15:00.0,4/5/2022
46406358,3/17/2023,00:00.0,00:00.0,0001-01-01
46406719,3/16/2023,30:00.0,30:00.0,3/16/2023
46414583,2/4/2023,30:00.0,30:00.0,2/5/2023
46417484,1/10/2023,45:00.0,15:00.0,1/11/2023
46419627,9/24/2022,15:00.0,00:00.0,9/25/2022
46423591,0001-01-01,00:00.0,00:00.0,0001-01-01
46423728,0001-01-01,00:00.0,00:00.0,0001-01-01
46428171,4/27/2022,00:00.0,15:00.0,4/29/2022
46429883,10/28/2023,00:00.0,30:00.0,10/28/2023
46429889,12/24/2023,00:00.0,00:00.0,0001-01-01
46434606,7/11/2024,00:00.0,30:00.0,7/13/2024
46435454,0001-01-01,00:00.0,00:00.0,0001-01-01
46442330,7/3/2023,45:00.0,00:00.0,0001-01-01
46445736,7/26/2023,45:00.0,00:00.0,7/27/2023
46447632,10/3/2023,45:00.0,15:00.0,10/3/2023
46449077,7/31/2022,45:00.0,45:00.0,8/2/2022
46450465,2/18/2022,30:00.0,45:00.0,2/19/2022
46454567,12/4/2022,15:00.0,00:00.0,12/4/2022
46456110,7/25/2022,45:00.0,15:00.0,7/25/2022
46464544,0001-01-01,00:00.0,00:00.0,0001-01-01
46464906,1/16/2023,15:00.0,00:00.0,1/17/2023
46465282,11/6/2023,00:00.0,30:00.0,11/8/2023
46475405,10/13/2023,00:00.0,30:00.0,10/15/2023
46475851,3/11/2023,45:00.0,15:00.0,3/13/2023
46479321,1/31/2023,00:00.0,30:00.0,1/31/2023
46482003,3/10/2022,00:00.0,45:00.0,3/10/2022
46482523,10/31/2024,30:00.0,30:00.0,11/2/2024
46484083,6/15/2022,00:00.0,30:00.0,6/17/2022
46484264,8/2/2023,00:00.0,00:00.0,8/4/2023
46484819,7/16/2022,45:00.0,45:00.0,7/17/2022
46485179,8/16/2023,00:00.0,45:00.0,8/18/2023
46485631,10/15/2022,45:00.0,45:00.0,10/15/2022
46487925,2/26/2024,30:00.0,00:00.0,2/28/2024
46488536,5/20/2023,15:00.0,00:00.0,0001-01-01
46499378,9/19/2024,15:00.0,00:00.0,9/21/2024
46499616,0001-01-01,00:00.0,00:00.0,0001-01-01
46502180,0001-01-01,00:00.0,00:00.0,0001-01-01
46504617,10/8/2022,30:00.0,00:00.0,10/9/2022
46505870,8/30/2023,15:00.0,45:00.0,9/1/2023
46506567,6/27/2023,30:00.0,00:00.0,0001-01-01
46510193,0001-01-01,00:00.0,00:00.0,0001-01-01
46513577,0001-01-01,00:00.0,00:00.0,0001-01-01
46519155,0001-01-01,00:00.0,00:00.0,0001-01-01
46522429,0001-01-01,00:00.0,00:00.0,0001-01-01
46523595,10/8/2022,00:00.0,15:00.0,10/10/2022
46529376,12/31/2022,45:00.0,45:00.0,1/2/2023
46530759,0001-01-01,00:00.0,00:00.0,0001-01-01
46532526,4/12/2022,45:00.0,00:00.0,4/14/2022
46534148,0001-01-01,00:00.0,00:00.0,0001-01-01
46537819,11/30/2023,00:00.0,00:00.0,0001-01-01
46546762,5/8/2024,30:00.0,15:00.0,5/10/2024
46552866,6/28/2023,00:00.0,00:00.0,6/28/2023
46553958,5/7/2022,00:00.0,00:00.0,5/7/2022
46554970,7/2/2023,00:00.0,00:00.0,0001-01-01
46555375,4/10/2022,45:00.0,15:00.0,4/12/2022
46560856,10/29/2023,45:00.0,30:00.0,10/30/2023
46565047,8/21/2022,00:00.0,45:00.0,8/23/2022
46570247,10/9/2022,30:00.0,15:00.0,10/9/2022
46578001,7/10/2022,30:00.0,30:00.0,7/10/2022
46579192,8/26/2022,45:00.0,30:00.0,8/28/2022
46580536,7/17/2023,00:00.0,00:00.0,0001-01-01
46582326,11/17/2022,00:00.0,15:00.0,11/17/2022
46583139,0001-01-01,00:00.0,00:00.0,0001-01-01
46585234,11/5/2022,00:00.0,30:00.0,11/7/2022
46591263,5/6/2023,15:00.0,00:00.0,0001-01-01
46593570,5/30/2024,45:00.0,45:00.0,5/31/2024
46595810,0001-01-01,00:00.0,00:00.0,0001-01-01
46596305,6/5/2023,45:00.0,00:00.0,6/7/2023
46598410,1/21/2022,45:00.0,15:00.0,1/23/2022
46599984,10/6/2023,30:00.0,00:00.0,0001-01-01
46600419,2/20/2023,45:00.0,30:00.0,2/20/2023
46602402,9/16/2022,00:00.0,00:00.0,9/16/2022
46602780,10/5/2024,45:00.0,00:00.0,0001-01-01
46608900,8/23/2024,15:00.0,00:00.0,0001-01-01
46613462,2/1/2023,00:00.0,30:00.0,2/1/2023
46619372,5/22/2024,45:00.0,15:00.0,5/23/2024
46619501,3/17/2022,00:00.0,45:00.0,3/17/2022
46619573,9/4/2023,30:00.0,00:00.0,0001-01-01
46624012,5/24/2022,15:00.0,45:00.0,5/25/2022
46624206,0001-01-01,00:00.0,00:00.0,0001-01-01
46624350,3/18/2023,30:00.0,15:00.0,3/18/2023
46624910,5/24/2023,00:00.0,30:00.0,5/24/2023
46625431,11/25/2022,30:00.0,45:00.0,11/27/2022
46627666,9/23/2023,30:00.0,30:00.0,9/23/2023
46630640,4/20/2023,00:00.0,45:00.0,4/22/2023
46632757,4/13/2022,00:00.0,00:00.0,4/13/2022
46634354,2/5/2022,15:00.0,45:00.0,2/5/2022
46642470,0001-01-01,00:00.0,00:00.0,0001-01-01
46644052,0001-01-01,00:00.0,00:00.0,0001-01-01
46647653,2/21/2023,15:00.0,30:00.0,2/23/2023
46651195,4/1/2023,30:00.0,00:00.0,0001-01-01
46656293,0001-01-01,00:00.0,00:00.0,0001-01-01
46656302,1/18/2023,30:00.0,30:00.0,1/18/2023
46660566,8/31/2022,45:00.0,30:00.0,9/2/2022
46662047,5/17/2023,15:00.0,00:00.0,0001-01-01
46663092,0001-01-01,00:00.0,00:00.0,0001-01-01
46664312,5/23/2023,15:00.0,00:00.0,0001-01-01
46664946,6/28/2023,00:00.0,00:00.0,0001-01-01
46668084,5/8/2023,00:00.0,00:00.0,5/8/2023
46669642,1/20/2023,30:00.0,15:00.0,1/20/2023
46670512,0001-01-01,00:00.0,00:00.0,0001-01-01
46671667,0001-01-01,00:00.0,00:00.0,0001-01-01
46675298,7/25/2024,45:00.0,15:00.0,7/25/2024
46675397,10/22/2023,30:00.0,30:00.0,10/23/2023
46684386,3/6/2022,00:00.0,30:00.0,3/7/2022
46687673,9/17/2022,00:00.0,15:00.0,9/17/2022
46690270,0001-01-01,00:00.0,00:00.0,0001-01-01
46690406,0001-01-01,00:00.0,00:00.0,0001-01-01
46690420,0001-01-01,00:00.0,00:00.0,0001-01-01
46692823,10/20/2022,15:00.0,00:00.0,10/20/2022
46697370,5/20/2023,15:00.0,00:00.0,0001-01-01
46697693,8/24/2022,30:00.0,00:00.0,8/26/2022
46698001,8/11/2023,30:00.0,15:00.0,8/13/2023
46700288,11/14/2022,00:00.0,45:00.0,11/14/2022
46700350,4/28/2022,30:00.0,45:00.0,4/30/2022
46701083,6/5/2023,00:00.0,15:00.0,6/7/2023
46701305,5/23/2023,45:00.0,15:00.0,5/23/2023
46704887,4/9/2022,15:00.0,30:00.0,4/11/2022
46712168,9/20/2022,15:00.0,00:00.0,9/22/2022
46712288,12/17/2023,00:00.0,00:00.0,12/17/2023
46715535,1/31/2024,30:00.0,00:00.0,0001-01-01
46721085,1/11/2024,30:00.0,00:00.0,0001-01-01
46721417,0001-01-01,00:00.0,00:00.0,0001-01-01
46721983,5/12/2022,45:00.0,15:00.0,5/12/2022
46726260,3/27/2022,00:00.0,45:00.0,3/29/2022
46726628,8/25/2022,00:00.0,45:00.0,8/27/2022
46726921,7/2/2022,30:00.0,15:00.0,7/2/2022
46729273,0001-01-01,00:00.0,00:00.0,0001-01-01
46730893,9/22/2022,15:00.0,45:00.0,9/24/2022
46738641,10/22/2022,30:00.0,45:00.0,10/23/2022
46738721,8/8/2022,30:00.0,30:00.0,8/8/2022
46740740,9/5/2022,00:00.0,00:00.0,9/6/2022
46745629,5/17/2023,00:00.0,15:00.0,5/17/2023
46746093,1/25/2024,45:00.0,30:00.0,1/26/2024
46748838,0001-01-01,00:00.0,00:00.0,0001-01-01
46750726,12/25/2022,30:00.0,30:00.0,12/26/2022
46755323,4/17/2023,30:00.0,30:00.0,4/18/2023
46760731,2/12/2024,45:00.0,00:00.0,0001-01-01
46761893,3/25/2023,30:00.0,15:00.0,3/26/2023
46763130,12/5/2023,45:00.0,00:00.0,12/6/2023
46765441,11/4/2022,45:00.0,30:00.0,11/6/2022
46768638,7/18/2022,45:00.0,15:00.0,7/18/2022
46770884,0001-01-01,00:00.0,00:00.0,0001-01-01
46771459,3/7/2022,00:00.0,30:00.0,3/7/2022
46772637,12/30/2022,30:00.0,15:00.0,1/1/2023
46779698,10/25/2022,45:00.0,30:00.0,10/27/2022
46780582,11/14/2022,30:00.0,15:00.0,11/15/2022
46782876,8/20/2022,30:00.0,30:00.0,8/20/2022
46784982,1/30/2023,15:00.0,00:00.0,1/30/2023
46786856,0001-01-01,00:00.0,00:00.0,0001-01-01
46788075,0001-01-01,00:00.0,00:00.0,0001-01-01
46793918,12/14/2023,00:00.0,45:00.0,12/14/2023
46797675,2/16/2023,00:00.0,45:00.0,2/17/2023
46797799,3/16/2022,30:00.0,45:00.0,3/18/2022
46800106,0001-01-01,00:00.0,00:00.0,0001-01-01
46802127,4/18/2024,15:00.0,00:00.0,0001-01-01
46805519,2/28/2022,30:00.0,00:00.0,3/1/2022
46807983,7/27/2024,30:00.0,00:00.0,7/28/2024
46810385,0001-01-01,00:00.0,00:00.0,0001-01-01
46814511,5/31/2022,15:00.0,30:00.0,5/31/2022
46816138,3/20/2024,00:00.0,00:00.0,0001-01-01
46816736,6/22/2023,45:00.0,00:00.0,6/22/2023
46817443,1/23/2024,30:00.0,00:00.0,1/23/2024
46818748,1/4/2022,30:00.0,00:00.0,1/6/2022
46822320,7/5/2023,45:00.0,00:00.0,0001-01-01
46825952,0001-01-01,00:00.0,00:00.0,0001-01-01
46828381,6/15/2022,45:00.0,00:00.0,6/16/2022
46831833,9/19/2022,45:00.0,45:00.0,9/20/2022
46833176,0001-01-01,00:00.0,00:00.0,0001-01-01
46834775,0001-01-01,00:00.0,00:00.0,0001-01-01
46840133,12/20/2024,30:00.0,00:00.0,12/21/2024
46845823,10/10/2022,15:00.0,00:00.0,10/11/2022
46847864,12/14/2023,45:00.0,00:00.0,0001-01-01
46849859,7/1/2023,30:00.0,30:00.0,7/2/2023
