Spare_Part,Unit_Price,Vendor_Code
sp5554,2781.97,1203
sp5555,206.95,1189
sp5556,510.61,1272
sp5557,1996.11,1233
sp5558,1466.54,1165
sp5559,2762.26,1004
sp556,1841.19,1145
sp5560,232.82,1062
sp5561,2133.76,1032
sp5562,478.56,1052
sp5563,599.52,1013
sp5564,244.88,1035
sp5565,991.28,1055
sp5566,2401.72,1012
sp5567,1422.94,1209
sp5568,595,1111
sp5569,1814.02,1182
sp557,451.06,1131
sp5570,2471.62,1011
sp5571,408.36,1262
sp5572,1541.72,1142
sp5573,2417.61,1200
sp5574,739.66,1032
sp5575,2432.92,1265
sp5576,1336.01,1069
sp5577,2453.41,1276
sp5578,2948.36,1187
sp5579,2067.35,1289
sp558,2953.15,1029
sp5580,1040.28,1136
sp5581,2929.97,1238
sp5582,1770.3,1153
sp5583,498.26,1259
sp5584,2525.64,1138
sp5585,2399.99,1142
sp5586,2316.26,1149
sp5587,1819.95,1274
sp5588,1072.96,1012
sp5589,450.16,1047
sp559,2369.64,1211
sp5590,509.59,1299
sp5591,1303.95,1108
sp5592,2119.26,1187
sp5593,1704.88,1148
sp5594,1372.12,1144
sp5595,2784.46,1096
sp5596,218.03,1123
sp5597,389.91,1222
sp5598,2557.36,1070
sp5599,1876.08,1059
sp56,1866.48,1104
sp560,1106.89,1189
sp5600,2355.22,1160
sp5601,145.33,1085
sp5602,1512.21,1064
sp5603,118.41,1176
sp5604,620.3,1294
sp5605,358.51,1240
sp5606,1990.09,1246
sp5607,2672.05,1136
sp5608,1307.04,1126
sp5609,2441.49,1130
sp561,1342.3,1198
sp5610,2340.43,1120
sp5611,2107.84,1284
sp5612,697.86,1213
sp5613,1955.49,1275
sp5614,1616.95,1042
sp5615,1294.89,1025
sp5616,2820.46,1044
sp5617,1870.56,1071
sp5618,209.1,1292
sp5619,622,1074
sp562,1174.66,1195
sp5620,1549.67,1236
sp5621,2855.86,1023
sp5622,1918.86,1287
sp5623,2369.49,1232
sp5624,1108.78,1263
sp5625,113.25,1203
sp5626,783.35,1229
sp5627,440.77,1031
sp5628,1637.58,1182
sp5629,377.48,1251
sp563,1567.29,1016
sp5630,1149.51,1152
sp5631,2307.27,1169
sp5632,1665.2,1074
sp5633,735.9,1053
sp5634,2333.96,1225
sp5635,2012.05,1085
sp5636,901.64,1241
sp5637,661.79,1108
sp5638,2410.18,1252
sp5639,2087.21,1231
sp564,1089.57,1063
sp5640,2908.86,1011
sp5641,1475.8,1187
sp5642,611.34,1112
sp5643,2043.41,1000
sp5644,225.04,1033
sp5645,1970.1,1041
sp5646,926.69,1094
sp5647,1360.55,1152
sp5648,1069.45,1003
sp5649,2434.95,1036
sp565,2563.77,1140
sp5650,2299.38,1061
sp5651,225.62,1181
sp5652,2247.21,1186
sp5653,2782.1,1179
sp5654,610.07,1032
sp5655,2377.93,1043
sp5656,1506.68,1131
sp5657,436.59,1091
sp5658,2695.73,1240
sp5659,2192.07,1023
sp566,2484.76,1232
sp5660,1818.85,1274
sp5661,1045.32,1271
sp5662,676.38,1101
sp5663,2062.87,1172
sp5664,1044.49,1269
sp5665,2359.03,1154
sp5666,1045.78,1133
sp5667,384.39,1141
sp5668,2239.47,1160
sp5669,2622.67,1004
sp567,406.06,1262
sp5670,1189.04,1258
sp5671,739.92,1157
sp5672,1465.87,1255
sp5673,1504.78,1074
sp5674,2682.42,1064
sp5675,520.33,1249
sp5676,2790.87,1189
sp5677,1419.47,1229
sp5678,1223.26,1290
sp5679,495.57,1248
sp568,2886.28,1083
sp5680,2187.48,1166
sp5681,1932.86,1205
sp5682,2929.11,1141
sp5683,686.41,1018
sp5684,468.91,1127
sp5685,2107.41,1106
sp5686,272.99,1114
sp5687,495.85,1135
sp5688,2569.79,1053
sp5689,1429.88,1182
sp569,1943.2,1230
sp5690,596.48,1151
sp5691,1096.37,1204
sp5692,2670.59,1225
sp5693,1850.54,1200
sp5694,2389.69,1290
sp5695,1950.2,1239
sp5696,1873.43,1252
sp5697,592.81,1203
sp5698,2913.39,1248
sp5699,2579.51,1203
sp57,596.3,1269
sp570,2503.25,1124
sp5700,350.78,1214
sp5701,2585.22,1031
sp5702,1518.72,1028
sp5703,2987.43,1148
sp5704,1815.58,1080
sp5705,2527.27,1004
sp5706,909.6,1263
sp5707,2217.05,1269
sp5708,2234.92,1229
sp5709,815.3,1155
sp571,2151.2,1227
sp5710,1049.16,1286
sp5711,1780.45,1107
sp5712,2686.29,1265
sp5713,1816.14,1188
sp5714,532.01,1235
sp5715,1763.73,1230
sp5716,114.72,1216
sp5717,2942.53,1195
sp5718,216.17,1160
sp5719,1464.89,1071
sp572,1362.91,1258
sp5720,2328.96,1147
sp5721,197.5,1011
sp5722,1640.25,1193
sp5723,1489.88,1247
sp5724,2414.25,1051
sp5725,2481.74,1003
sp5726,1412.08,1281
sp5727,797.48,1273
sp5728,1719.61,1277
sp5729,136.03,1009
sp573,2228.01,1069
sp5730,2222.18,1248
sp5731,2854.81,1099
sp5732,484.86,1018
sp5733,957.79,1234
sp5734,1978.16,1171
sp5735,363.12,1062
sp5736,1491.37,1100
sp5737,984.03,1064
sp5738,2139.58,1238
sp5739,2587.97,1095
sp574,2899.87,1264
sp5740,2267.13,1293
sp5741,170.8,1266
sp5742,1419.04,1294
sp5743,2338.32,1243
sp5744,2635.18,1225
sp5745,1275.55,1187
sp5746,2390.59,1044
sp5747,1174.22,1052
sp5748,1446.46,1287
sp5749,1936.87,1024
sp575,883.24,1019
sp5750,2595.11,1018
sp5751,305.03,1002
sp5752,2690.96,1141
sp5753,1065.43,1179
sp5754,194.87,1110
sp5755,1335.12,1291
sp5756,882.39,1244
sp5757,2843.68,1276
sp5758,1673.06,1130
sp5759,2403.99,1093
sp576,2443.78,1020
sp5760,2384.31,1295
sp5761,334.78,1267
sp5762,2654.46,1082
sp5763,2233.71,1194
sp5764,258.95,1237
sp5765,2841.43,1221
sp5766,2056.49,1234
sp5767,2675.14,1237
sp5768,421.8,1142
sp5769,1160.21,1054
sp577,1660.7,1115
sp5770,1895.49,1099
sp5771,1160.16,1267
sp5772,608.28,1026
sp5773,1720.49,1163
sp5774,294.32,1071
sp5775,2157.08,1140
sp5776,693.67,1123
sp5777,2945.63,1183
sp5778,792.03,1294
sp5779,429.32,1233
sp578,1502.14,1000
sp5780,1487.63,1248
sp5781,2823.53,1066
sp5782,1782.35,1088
sp5783,2881.4,1033
sp5784,708.4,1240
sp5785,2260.55,1047
sp5786,753.77,1032
sp5787,1122.86,1108
sp5788,875.34,1299
sp5789,2072.66,1083
sp579,1363.17,1124
sp5790,903.72,1245
sp5791,283.77,1067
sp5792,1101.16,1197
sp5793,1510.06,1267
sp5794,1627.38,1214
sp5795,455.86,1221
sp5796,2158.49,1039
sp5797,2067.09,1287
sp5798,1645.28,1275
sp5799,947.57,1021
sp58,2214.47,1117
sp580,2219.98,1085
sp5800,1900.76,1222
sp5801,2419.72,1218
sp5802,2841.56,1262
sp5803,2445.51,1116
sp5804,2828.54,1126
sp5805,290.32,1162
sp5806,2686.52,1252
sp5807,1427.83,1182
sp5808,332.49,1021
sp5809,2704.04,1153
sp581,878.35,1252
sp5810,936.28,1299
sp5811,2874.22,1043
sp5812,417.16,1106
sp5813,900.23,1212
sp5814,2121.54,1219
sp5815,1539.35,1182
sp5816,2637.48,1000
sp5817,1609.99,1266
sp5818,1919.1,1081
sp5819,950.19,1033
sp582,2569.97,1210
sp5820,2911.77,1111
sp5821,1670.16,1028
sp5822,482.88,1258
sp5823,1105.43,1216
sp5824,1387.19,1289
sp5825,1969.58,1221
sp5826,945.4,1045
sp5827,282.55,1290
sp5828,2628.2,1282
sp5829,773.75,1239
sp583,2509.12,1017
sp5830,2847.6,1184
sp5831,1969.55,1201
sp5832,1293.91,1290
sp5833,1094.1,1043
sp5834,1973.55,1138
sp5835,1046.29,1247
sp5836,1820.74,1128
sp5837,2120.9,1149
sp5838,2541.53,1010
sp5839,1391.24,1036
sp584,351.32,1221
sp5840,981.84,1112
sp5841,482.67,1170
sp5842,2389.11,1073
sp5843,598.04,1047
sp5844,854.02,1208
sp5845,1504.31,1163
sp5846,2915.1,1080
sp5847,2332.27,1176
sp5848,237.22,1044
sp5849,1124.05,1087
sp585,2656.73,1237
sp5850,1422.19,1224
sp5851,582.45,1097
sp5852,2779.98,1226
sp5853,2164.26,1052
sp5854,927.22,1253
sp5855,2922.3,1268
sp5856,2534.06,1292
sp5857,2109.29,1203
sp5858,2032.43,1166
sp5859,545.11,1026
sp586,807.2,1003
sp5860,789.93,1270
sp5861,219.34,1052
sp5862,1018.21,1157
sp5863,466.77,1242
sp5864,855.18,1114
sp5865,635.04,1070
sp5866,1731.21,1220
sp5867,200.6,1065
sp5868,1019.14,1168
sp5869,1097.16,1210
sp587,1447.65,1258
sp5870,1181.45,1094
sp5871,1665.61,1174
sp5872,571.53,1030
sp5873,974.52,1068
sp5874,2769.26,1174
sp5875,1273.23,1280
sp5876,1548.31,1297
sp5877,521.61,1155
sp5878,1428.32,1078
sp5879,1028.63,1015
sp588,1869.96,1291
sp5880,112.45,1261
sp5881,2241.64,1005
sp5882,2929.24,1209
sp5883,1060.71,1027
sp5884,2145.81,1255
sp5885,1474.34,1114
sp5886,940.5,1128
sp5887,2837.63,1227
sp5888,2944,1155
sp5889,1763.81,1065
sp589,1199.07,1149
sp5890,526.54,1182
sp5891,1739.17,1039
sp5892,2729.95,1086
sp5893,1382.11,1207
sp5894,2098.53,1171
sp5895,2221.76,1274
sp5896,2710.51,1176
sp5897,504.33,1030
sp5898,1697.78,1109
sp5899,993.44,1237
sp59,573.87,1193
sp590,183.23,1062
sp5900,1264.73,1186
sp5901,2538.54,1121
sp5902,1393.32,1261
sp5903,368.2,1181
sp5904,259.6,1036
sp5905,1959.81,1225
sp5906,1791.95,1113
sp5907,744.22,1007
sp5908,2813.43,1269
sp5909,905.99,1271
sp591,2567.76,1106
sp5910,165.39,1144
sp5911,1661.4,1221
sp5912,1391.83,1005
sp5913,2047.52,1142
sp5914,353.39,1134
sp5915,1584.18,1019
sp5916,663.91,1120
sp5917,1021.5,1055
sp5918,1854.73,1195
sp5919,2835.87,1085
sp592,627.34,1129
sp5920,2734.5,1237
sp5921,1147.09,1023
sp5922,529.04,1187
sp5923,2576.03,1162
sp5924,1171.93,1220
sp5925,1181.21,1050
sp5926,925.49,1127
sp5927,1118.93,1238
sp5928,2934.82,1061
sp5929,2635.48,1260
sp593,715.15,1280
sp5930,354.04,1084
sp5931,2210.77,1274
sp5932,1388.24,1270
sp5933,2978.53,1133
sp5934,2430.69,1218
sp5935,937.04,1031
sp5936,2436.45,1267
sp5937,2914.05,1243
sp5938,1329.11,1069
sp5939,2699.64,1211
sp594,2413.71,1268
sp5940,504.75,1277
sp5941,1802.82,1232
sp5942,349.63,1179
sp5943,702.57,1176
sp5944,1476.38,1263
sp5945,2615.82,1119
sp5946,2961.25,1145
sp5947,291.74,1177
sp5948,2884.28,1148
sp5949,2292.73,1260
sp595,1086.98,1200
sp5950,356.5,1288
sp5951,1287.44,1228
sp5952,2751.79,1017
sp5953,1302.09,1229
sp5954,1711.86,1214
sp5955,2159.72,1051
sp5956,2290.21,1100
sp5957,497.09,1244
sp5958,639.42,1211
sp5959,1207.13,1055
sp596,2652.93,1297
sp5960,1706.21,1046
sp5961,222.48,1162
sp5962,2496.12,1272
sp5963,2520.3,1234
sp5964,981.35,1178
sp5965,1721.92,1096
sp5966,1444.01,1006
sp5967,177.84,1068
sp5968,107.1,1005
sp5969,861.76,1113
sp597,2133.43,1123
sp5970,2872.48,1052
sp5971,2519.3,1143
sp5972,1470.37,1161
sp5973,1996.06,1106
sp5974,2688.79,1020
sp5975,1309.75,1031
sp5976,1526.47,1011
sp5977,2094.75,1236
sp5978,809.78,1005
sp5979,446.13,1190
sp598,901.18,1196
sp5980,903.93,1222
sp5981,2983.57,1071
sp5982,293.5,1250
sp5983,2262.14,1041
sp5984,1785.09,1079
sp5985,1740.17,1021
sp5986,2618.2,1000
sp5987,1921.19,1083
sp5988,1480.52,1204
sp5989,2113.31,1202
sp599,129.44,1140
sp5990,446.79,1029
sp5991,1586.33,1259
sp5992,1768.26,1172
sp5993,2551.31,1217
sp5994,572.26,1053
sp5995,269.68,1130
sp5996,1027.08,1165
sp5997,2647.12,1234
sp5998,492.94,1031
sp5999,573.6,1237
sp6,2062.43,1010
sp60,1200.42,1113
sp600,2849.38,1274
sp6000,890.74,1083
sp6001,1316.59,1126
sp6002,2745.1,1143
sp6003,1132.35,1233
sp6004,940.58,1033
sp6005,1635.88,1097
sp6006,2815.32,1285
sp6007,1590.21,1038
sp6008,2322.68,1041
sp6009,631.42,1233
sp601,348.28,1252
sp6010,374.08,1225
sp6011,2282.62,1111
sp6012,1676.77,1174
sp6013,2630.09,1206
sp6014,2497.78,1192
sp6015,2086.4,1235
sp6016,973.11,1009
sp6017,2087.79,1238
sp6018,2096.21,1198
sp6019,377.92,1265
sp602,2188.22,1183
sp6020,1782.14,1123
sp6021,2487.61,1149
sp6022,137.4,1024
sp6023,1602.7,1197
sp6024,1181.74,1208
sp6025,1506.21,1193
sp6026,1086.91,1049
sp6027,2741.29,1241
sp6028,397.01,1162
sp6029,548.21,1192
sp603,1516.88,1272
sp6030,741.23,1032
sp6031,646.41,1227
sp6032,2701.46,1241
sp6033,1878.94,1117
sp6034,2511.11,1218
sp6035,1624.39,1074
sp6036,1643.08,1058
sp6037,1698.23,1286
sp6038,2293.29,1138
sp6039,430.5,1119
sp604,2298.68,1152
sp6040,1435.42,1050
sp6041,321.56,1199
sp6042,2474.65,1179
sp6043,2777.89,1041
sp6044,1490.6,1060
sp6045,1003.56,1111
sp6046,1151.45,1139
sp6047,2469.41,1152
sp6048,2680.21,1144
sp6049,1833.18,1284
sp605,2102.77,1213
sp6050,2314.41,1234
sp6051,1091.93,1147
sp6052,2158.7,1034
sp6053,183.4,1246
sp6054,2462.26,1248
sp6055,744.84,1300
sp6056,2584.76,1114
sp6057,512.84,1077
sp6058,757.07,1258
sp6059,463.5,1107
sp606,1973.12,1094
sp6060,477.63,1186
sp6061,327.95,1012
sp6062,2103.37,1176
sp6063,2373.69,1260
sp6064,325.43,1047
sp6065,2346.61,1237
sp6066,2296.27,1179
sp6067,223.3,1109
sp6068,412.67,1230
sp6069,2399.86,1117
sp607,1523.38,1270
sp6070,1589.09,1116
sp6071,271.87,1259
sp6072,444.87,1077
sp6073,833.74,1292
sp6074,292.12,1230
sp6075,2036,1039
sp6076,2288.2,1225
sp6077,2368.88,1153
sp6078,2768.28,1090
sp6079,695.66,1231
sp608,2399.51,1011
sp6080,2713.41,1274
sp6081,635.87,1161
sp6082,1119.45,1250
sp6083,363.26,1088
sp6084,2553,1211
sp6085,2831.35,1027
sp6086,2851.5,1060
sp6087,1108.73,1163
sp6088,565.62,1047
sp6089,1551.84,1270
sp609,369.85,1261
sp6090,2212.81,1002
sp6091,801.29,1040
sp6092,1753.68,1291
sp6093,387.41,1000
sp6094,1776.59,1112
sp6095,140.55,1187
sp6096,729.29,1186
sp6097,655.49,1286
sp6098,917.38,1226
sp6099,2714.81,1033
sp61,2969.62,1155
sp610,742.63,1171
sp6100,1657.67,1124
sp6101,2923.38,1085
sp6102,386.19,1249
sp6103,720.64,1079
sp6104,1562.17,1131
sp6105,2152.49,1249
sp6106,1162.74,1022
sp6107,1809.2,1150
sp6108,1375.03,1179
sp6109,2877.47,1265
sp611,2106.18,1279
sp6110,624.46,1156
sp6111,1128.98,1085
sp6112,1200.88,1131
sp6113,721.39,1039
sp6114,759.91,1126
sp6115,427.25,1094
sp6116,2955.38,1015
sp6117,458.48,1266
sp6118,419.92,1017
sp6119,494.15,1072
sp612,988,1075
sp6120,2310.59,1147
sp6121,2143.72,1087
sp6122,1715.68,1061
sp6123,217.76,1174
sp6124,1051.53,1203
sp6125,435.6,1205
sp6126,922.47,1287
sp6127,1841.13,1010
sp6128,1004.82,1002
sp6129,2930.92,1237
sp613,1786.51,1055
sp6130,1387.47,1186
sp6131,1706.36,1089
sp6132,942.71,1124
sp6133,2580.56,1093
sp6134,647.48,1144
sp6135,301.87,1187
sp6136,2539.07,1055
sp6137,1479.46,1117
sp6138,2069.48,1012
sp6139,619.96,1189
sp614,1472.46,1154
sp6140,2996.3,1005
sp6141,1525.78,1073
sp6142,405,1140
sp6143,1370.37,1294
sp6144,2009.79,1284
sp6145,346.52,1268
sp6146,515.77,1090
sp6147,1261.81,1141
sp6148,1812.62,1122
sp6149,394.99,1109
sp615,1639.67,1053
sp6150,2783.34,1253
sp6151,2935.77,1176
sp6152,287.66,1268
sp6153,2928.1,1008
sp6154,1082.03,1150
sp6155,1825.39,1280
sp6156,2972.92,1157
sp6157,456.01,1186
sp6158,2530.52,1241
sp6159,2203.08,1028
sp616,1333.96,1064
sp6160,907.7,1210
sp6161,2169.13,1075
sp6162,1787.56,1084
sp6163,891.62,1190
sp6164,2389.53,1099
sp6165,1967.11,1173
sp6166,1260.68,1120
sp6167,1479.9,1248
sp6168,1849.18,1290
sp6169,1272.89,1284
sp617,2263.21,1046
sp6170,1505.15,1122
sp6171,908.78,1150
sp6172,2327.2,1128
sp6173,413.31,1188
sp6174,827,1265
sp6175,1542.09,1052
sp6176,1922.28,1158
sp6177,490.36,1218
sp6178,388.85,1204
sp6179,253.27,1087
sp618,1059.29,1189
sp6180,297.86,1155
sp6181,2066.51,1289
sp6182,2919.01,1173
sp6183,1209.64,1290
sp6184,2069.69,1287
sp6185,542.94,1203
sp6186,1903.7,1040
sp6187,379.37,1099
sp6188,321.9,1294
sp6189,2279.67,1277
sp619,2138.28,1208
sp6190,2325.96,1109
sp6191,2398.92,1079
sp6192,685.6,1101
sp6193,2020.07,1213
sp6194,1521.73,1161
sp6195,858.83,1198
sp6196,1096.49,1265
sp6197,2593.05,1206
sp6198,1685.2,1208
sp6199,2862.48,1157
sp62,1956,1132
sp620,885.66,1002
sp6200,191.64,1179
sp6201,1348.18,1133
sp6202,2753.32,1211
sp6203,1212.53,1258
sp6204,1012.22,1281
sp6205,1191.38,1232
sp6206,1433,1045
sp6207,195.29,1131
sp6208,1714.33,1161
sp6209,2595.05,1136
sp621,829.07,1116
sp6210,978.83,1028
sp6211,2147.57,1027
sp6212,1525.29,1182
sp6213,490.02,1166
sp6214,2175.6,1036
sp6215,1513.62,1281
sp6216,417.21,1174
sp6217,2057.57,1004
sp6218,2014.23,1064
sp6219,2087.59,1011
sp622,449.9,1005
sp6220,1759.41,1094
sp6221,1480.14,1144
sp6222,2577.62,1041
sp6223,1569.39,1134
sp6224,1235.02,1204
sp6225,1534.6,1221
sp6226,2915.53,1197
sp6227,1889.13,1111
sp6228,1123.01,1173
sp6229,2935.57,1183
sp623,658.49,1005
sp6230,1029.4,1058
sp6231,181.63,1008
sp6232,230.84,1118
sp6233,2527.11,1048
sp6234,1111.74,1000
sp6235,2251.97,1189
sp6236,178.01,1190
sp6237,2684.89,1300
sp6238,1089.64,1068
sp6239,382.32,1102
sp624,446.71,1069
sp6240,1100.91,1120
sp6241,1136.36,1052
sp6242,1118.68,1202
sp6243,2017.6,1186
sp6244,818.08,1289
sp6245,1979.44,1289
sp6246,1818.34,1133
sp6247,2740.13,1204
sp6248,289.95,1108
sp6249,984.25,1220
sp625,1654.01,1007
sp6250,1079.02,1075
sp6251,157.16,1225
sp6252,1045.74,1048
sp6253,1436.64,1065
sp6254,2603.77,1258
sp6255,1747.34,1182
sp6256,2714.09,1229
sp6257,873.19,1180
sp6258,2118.28,1259
sp6259,1805.17,1017
sp626,2310.35,1299
sp6260,2958.72,1299
sp6261,1195.44,1269
sp6262,1231.87,1277
sp6263,1760.36,1160
sp6264,2444.15,1001
sp6265,390.16,1179
sp6266,2057.82,1038
sp6267,1074.31,1262
sp6268,1558.03,1013
sp6269,2318.22,1259
sp627,636.93,1165
sp6270,1084.66,1262
sp6271,1883,1212
sp6272,1153.67,1214
sp6273,1364.37,1113
sp6274,1541.16,1046
sp6275,2557.27,1184
sp6276,2382.73,1164
sp6277,2537.1,1048
sp6278,1653.92,1054
sp6279,933.33,1042
sp628,727.52,1086
sp6280,237.84,1297
sp6281,2989.06,1280
sp6282,1265.88,1165
sp6283,755.07,1197
sp6284,2254.38,1128
sp6285,366.68,1119
sp6286,2548.14,1229
sp6287,374.73,1279
sp6288,1076.83,1124
sp6289,295.08,1222
sp629,1504.18,1066
sp6290,2423.44,1106
sp6291,1478.28,1260
sp6292,708.24,1225
sp6293,2407.39,1181
sp6294,1989.46,1068
sp6295,975.36,1036
sp6296,2431.97,1201
sp6297,1355.44,1184
sp6298,1665.85,1252
sp6299,680.22,1168
sp63,1715.15,1187
sp630,2201.3,1198
sp6300,1266.67,1186
sp6301,1912.4,1163
sp6302,1414.36,1207
sp6303,2313.98,1126
sp6304,623.74,1091
sp6305,153.95,1125
sp6306,2139.66,1089
sp6307,2601.86,1030
sp6308,1772.85,1221
sp6309,717.56,1158
sp631,2932.16,1296
sp6310,2890.14,1065
sp6311,2252.4,1273
sp6312,1455.16,1269
sp6313,2817.77,1263
sp6314,1644.89,1186
sp6315,1881.82,1207
sp6316,2330.45,1245
sp6317,1357.8,1129
sp6318,1741.74,1175
sp6319,1917.6,1140
sp632,1621.45,1174
sp6320,1614.58,1161
sp6321,1156.4,1293
sp6322,528.46,1028
sp6323,536.37,1042
sp6324,2087.39,1083
sp6325,970.8,1153
sp6326,1362.63,1145
sp6327,1024.09,1224
sp6328,2507.62,1243
sp6329,286.84,1173
sp633,920.7,1095
sp6330,690.32,1001
sp6331,1296.07,1035
sp6332,2488.76,1122
sp6333,1973.52,1123
sp6334,843.7,1131
sp6335,1843.57,1001
sp6336,1277.01,1147
sp6337,429.32,1086
sp6338,656.56,1291
sp6339,812.2,1281
sp634,391.53,1197
sp6340,2498.96,1144
sp6341,1446.06,1114
sp6342,1723.49,1033
sp6343,1364.79,1016
sp6344,1976.07,1178
sp6345,207.31,1243
sp6346,562.14,1181
sp6347,495.65,1027
sp6348,849.35,1212
sp6349,2430.26,1226
sp635,662.94,1282
sp6350,2010.15,1171
sp6351,610.36,1242
sp6352,2572.31,1197
sp6353,2894.98,1222
sp6354,1508.94,1135
sp6355,157.74,1019
sp6356,2592.79,1101
sp6357,343.4,1065
sp6358,1844.64,1062
sp6359,2614.8,1297
sp636,759.7,1094
sp6360,2711.67,1231
sp6361,1280.32,1097
sp6362,1153.96,1292
sp6363,2006.55,1152
sp6364,361.89,1287
sp6365,2835.17,1024
sp6366,2200.28,1122
sp6367,507.62,1202
sp6368,424.6,1124
sp6369,2229.99,1263
sp637,620.38,1161
sp6370,2805.51,1050
sp6371,1613.68,1120
sp6372,2504.05,1256
sp6373,2854.06,1049
sp6374,2801.51,1120
sp6375,830.24,1256
sp6376,2665.24,1284
sp6377,790.42,1144
sp6378,454.6,1298
sp6379,2439.39,1020
sp638,141.03,1083
sp6380,1054.93,1280
sp6381,1794.55,1042
sp6382,1230.86,1173
sp6383,2270.29,1032
sp6384,784.22,1268
sp6385,1326.32,1230
sp6386,518.41,1132
sp6387,607.95,1283
sp6388,2912.78,1276
sp6389,1374.48,1056
sp639,1648.99,1252
sp6390,837.49,1270
sp6391,1809.49,1104
sp6392,1522.04,1260
sp6393,1186.64,1049
sp6394,2851.26,1108
sp6395,1017.82,1096
sp6396,1328.97,1194
sp6397,2079.94,1092
sp6398,2893.61,1277
sp6399,2650.36,1266
sp64,2085.38,1066
sp640,895.5,1217
sp6400,2817.22,1206
sp6401,1152.69,1231
sp6402,2175.45,1090
sp6403,2481.96,1208
sp6404,161.12,1128
sp6405,2903.73,1277
sp6406,1856.86,1193
sp6407,2540.27,1152
sp6408,2020.45,1115
sp6409,2828.46,1291
sp641,2925.46,1230
sp6410,2102.98,1022
sp6411,2387.53,1020
sp6412,795.06,1282
sp6413,1702.91,1192
sp6414,996.88,1245
sp6415,2879.6,1259
sp6416,1152.28,1016
sp6417,2455.53,1059
sp6418,453.96,1166
sp6419,2614.16,1159
sp642,1704.74,1054
sp6420,2587.18,1117
sp6421,1226.57,1140
sp6422,2738.39,1151
sp6423,1239.63,1271
sp6424,2936.18,1033
sp6425,841.05,1258
sp6426,361.73,1019
sp6427,2485.85,1294
sp6428,782.84,1268
sp6429,710.12,1272
sp643,2122.51,1036
sp6430,2681.72,1054
sp6431,2756.08,1077
sp6432,1930.92,1196
sp6433,2650.46,1075
sp6434,2323.55,1032
sp6435,1278.24,1053
sp6436,198.26,1008
sp6437,2612.69,1140
sp6438,2487.27,1007
sp6439,2827.44,1206
sp644,466.21,1009
sp6440,1466.16,1245
sp6441,1297.59,1154
sp6442,2539.37,1088
sp6443,2180.42,1000
sp6444,2642.61,1292
sp6445,2478.7,1055
sp6446,2490.76,1238
sp6447,2125.6,1104
sp6448,1568.37,1140
sp6449,1120.38,1136
sp645,2618.54,1066
sp6450,1846.14,1069
sp6451,2458.94,1055
sp6452,2239.58,1170
sp6453,1414.46,1200
sp6454,179.32,1279
sp6455,251.09,1173
sp6456,1960.62,1298
sp6457,1927.45,1146
sp6458,2393.96,1174
sp6459,494.67,1257
sp646,1523.55,1154
sp6460,1261.92,1041
sp6461,1922.06,1272
sp6462,1009.79,1019
sp6463,338.47,1111
sp6464,557.69,1218
sp6465,1597.46,1270
sp6466,2912.03,1094
sp6467,2508.8,1105
sp6468,2313.17,1196
sp6469,2556.19,1093
sp647,2630.89,1117
sp6470,2088.68,1275
sp6471,2398.66,1201
sp6472,1026.26,1083
sp6473,1487.26,1015
sp6474,2232,1225
sp6475,855.97,1065
sp6476,2093.65,1284
sp6477,2497.63,1196
sp6478,2418.63,1204
sp6479,676.12,1231
sp648,1764.79,1284
sp6480,1302.04,1131
sp6481,627.48,1212
sp6482,2641.53,1264
sp6483,2839.8,1011
sp6484,2664.59,1072
sp6485,751.01,1007
sp6486,2849.52,1135
sp6487,2777.03,1164
sp6488,1976.61,1158
sp6489,1917.22,1249
sp649,1461.25,1087
sp6490,2729.85,1125
sp6491,2924.97,1094
sp6492,674.97,1237
sp6493,2133.66,1081
sp6494,589.39,1076
sp6495,1263,1104
sp6496,1343.82,1022
sp6497,854.46,1275
sp6498,358.28,1059
sp6499,1166.97,1130
sp65,2544.27,1141
sp650,1377.36,1190
sp6500,2847.01,1021
sp6501,440.32,1107
sp6502,2183.89,1059
sp6503,1361.96,1033
sp6504,2767.97,1284
sp6505,1415.75,1235
sp6506,2053.47,1141
sp6507,443.69,1277
sp6508,2169.33,1239
sp6509,652.58,1264
sp651,634.65,1192
sp6510,2599.62,1020
sp6511,2368.15,1176
sp6512,935.09,1158
sp6513,1533.09,1007
sp6514,477.58,1001
sp6515,2583.38,1216
sp6516,1840.24,1051
sp6517,2986.1,1050
sp6518,920.61,1111
sp6519,2063.85,1026
sp652,248.99,1218
sp6520,1313.16,1145
sp6521,1284.72,1240
sp6522,523.23,1116
sp6523,941.56,1012
sp6524,859.22,1020
sp6525,1891.27,1053
sp6526,2731.25,1269
sp6527,1171.95,1196
sp6528,2084.37,1049
sp6529,1428.68,1201
sp653,2829.08,1190
sp6530,129.93,1127
sp6531,486.29,1073
sp6532,1037.41,1149
sp6533,2109.77,1105
sp6534,2091.87,1170
sp6535,2168.67,1145
sp6536,2154.51,1216
sp6537,2234.7,1280
sp6538,843.05,1187
sp6539,376.31,1014
sp654,1485.41,1028
sp6540,270.38,1099
sp6541,1065.3,1255
sp6542,781.04,1096
sp6543,2733.86,1200
sp6544,2990.54,1112
sp6545,2824.03,1201
sp6546,2904.91,1091
sp6547,1834.87,1069
sp6548,2269.9,1214
sp6549,231.98,1284
sp655,2484.14,1123
sp6550,835.6,1099
sp6551,1897.01,1078
sp6552,977.27,1003
sp6553,1244.62,1249
sp6554,1175.61,1150
