Product,Year,Month,Supplying_Plant_Code,Channel,Sales_Office_ID,Invoice_No,Invoice_Date,Ship_to_Code_City,OBD_No,QTY,Sales_Value
PowerMix,2022,6/1/2022,658,E-com,108,6604982,6/4/2022,Hanamkonda,85507244,68,7631572
WM-200D,2022,8/1/2022,858,MT,107,6605343,8/18/2022,Nahorkotia,96859475,14,1184638
FreshFreeze R2800,2024,3/1/2024,242,Normal Trade,111,6605531,5/3/2024,Mannarkkad,82439009,66,5211294
FreshCool R2000,2024,8/1/2024,754,MT,122,6606348,8/6/2024,Panandhro,16105160,4,679660
PowerMix,2023,8/1/2023,818,MT,109,6606690,8/6/2023,Ishagarh,49820562,8,897832
BakePro O3000,2024,3/1/2024,859,MT,120,6606720,5/23/2024,Ambarnath,61316966,68,4089996
FreshCool R2000,2022,2/1/2022,323,Normal Trade,117,6606737,2/9/2022,Purandhar,89445899,35,5947025
TopCool R1000,2022,6/1/2022,303,Normal Trade,123,6607301,6/30/2022,Vizianagaram,65744126,61,4789110
FreshBreeze-300,2024,4/1/2024,125,MT,101,6607333,4/27/2024,Gulburga,98339322,11,1345278
CleanAir-C100,2022,6/1/2022,338,E-com,118,6607448,6/29/2022,Bastar,67134463,1,93279
FreshBreeze-300,2022,8/1/2022,125,Normal Trade,101,6607460,8/10/2022,Dharwad,81130078,4,489192
FreshFreeze R2800,2022,3/1/2022,754,Normal Trade,100,6607610,3/20/2022,Sikka,71656068,76,6000884
WM-101SA,2023,10/1/2023,765,MT,113,6608268,10/30/2023,Paonta sahib,10250524,68,7722420
FreshCool R2000,2023,11/1/2023,833,MT,119,6608630,11/16/2023,Manor,30118608,42,7136430
WM-101SA,2022,10/1/2022,858,E-com,107,6608665,10/30/2022,Raniganj,43609390,29,3293385
TurboConvection O9,2024,4/1/2024,242,E-com,121,6608828,4/28/2024,Muvattupuzha digi,61785761,66,5478924
UltraCool R8000,2023,2/1/2023,859,MT,120,6609093,2/9/2023,Kandivali east,94299475,48,3147072
WM-101SA,2022,4/1/2022,818,Normal Trade,109,6609198,4/7/2022,Prathvipur,22724752,54,6132510
WM-200D,2022,12/1/2022,125,E-com,101,6609489,12/24/2022,Yellapur,77405321,59,4992403
TurboConvection O9,2022,11/1/2022,765,E-com,103,6609610,11/1/2022,Himachal pradesh,66783754,55,4565770
TopCool R1000,2023,6/1/2023,765,Normal Trade,113,6609836,7/25/2023,Mansa,38397387,40,3140400
FreshBreeze-300,2023,3/1/2023,303,E-com,123,6610033,3/10/2023,Razole,34478946,7,856086
LuxFridge R5000,2023,3/1/2023,765,MT,103,6610436,3/10/2023,Ludhiana,55126318,28,2314704
FreshFreeze R2800,2022,8/1/2022,338,Normal Trade,118,6610551,8/19/2022,Chandrapur,39568345,48,3790032
TopCool R1000,2024,8/1/2024,792,MT,106,6610772,8/22/2024,Old goa,42374752,79,6202290
CoolBox R1000,2022,10/1/2022,765,MT,103,6611410,10/28/2022,Moga,77783212,38,2924252
CleanAir-C100,2023,4/1/2023,765,MT,103,6611453,4/15/2023,Budhlada,59121423,60,5596740
WM-101SA,2022,1/1/2022,854,Normal Trade,115,6611860,1/23/2022,Bhiwani,62344046,71,8063115
TopCool R1000,2023,3/1/2023,303,Normal Trade,123,6612175,5/26/2023,Bhimadolu,71275566,72,5652720
WM-TL10,2024,4/1/2024,242,Normal Trade,105,6612339,4/7/2024,Coimbatore,15504228,11,854865
WM-TL10,2022,10/1/2022,765,E-com,103,6612499,10/15/2022,Ferozepur,17064574,33,2564595
BakePro O3000,2023,3/1/2023,765,MT,103,6612670,5/15/2023,Khanna,17971455,22,1323234
LuxFridge R5000,2024,12/1/2024,833,E-com,119,6613235,12/1/2024,Alibaug,76148102,80,6613440
CleanAir-C100,2023,4/1/2023,242,MT,121,6613245,4/14/2023,Thumbatvm,39243304,2,186558
FreshBreeze-300,2024,1/1/2024,338,E-com,118,6613564,1/1/2024,Durg,26213131,18,2201364
FreshFreeze R2800,2022,10/1/2022,765,MT,103,6614157,10/26/2022,Meerut,33458745,59,4658581
FreshCool R2000,2024,3/1/2024,754,Normal Trade,122,6614317,3/28/2024,Jalgaon,46228556,33,5607195
WM-TL10,2023,6/1/2023,303,MT,123,6614484,7/5/2023,East godavari,18846539,76,5906340
TurboConvection O9,2022,3/1/2022,242,E-com,105,6614592,5/6/2022,Kunnamkulam,81389275,7,581098
FreshBreeze-300,2023,3/1/2023,858,E-com,107,6614605,3/20/2023,Nahorkotia,44865621,4,489192
FreshFreeze R2800,2023,9/1/2023,303,Normal Trade,123,6614760,9/24/2023,Palnadu district,70156330,32,2526688
CleanAir-C100,2023,11/1/2023,328,MT,104,6614873,11/24/2023,Thindivanam,30932277,5,466395
UltraCool R8000,2023,6/1/2023,338,MT,118,6614911,7/25/2023,Raipur,98418183,47,3081508
TopCool R1000,2024,6/1/2024,658,MT,108,6615431,7/26/2024,Visakapatnam,20980204,31,2433810
WM-101SA,2024,8/1/2024,754,E-com,122,6615855,8/31/2024,Mehsana,54150213,9,1022085
LuxFridge R5000,2022,9/1/2022,242,MT,105,6615913,9/11/2022,Gazipur,59380026,38,3141384
WM-101SA,2022,6/1/2022,242,E-com,105,6616568,7/2/2022,Eloor,59605793,17,1930605
WM-200D,2022,6/1/2022,242,Normal Trade,105,6616655,7/5/2022,Kodungallur,79557343,32,2707744
LuxFridge R5000,2023,9/1/2023,858,E-com,107,6617696,9/13/2023,West tripura,36826194,9,744012
LuxFridge R5000,2024,11/1/2024,833,MT,119,6617699,11/8/2024,Kalamboli,13420583,79,6530772
WM-TL10,2023,9/1/2023,195,MT,116,6617751,9/30/2023,Begusarai,90478491,43,3341745
UltraCool R8000,2022,2/1/2022,658,E-com,108,6617936,2/20/2022,Sangareddy,57783527,15,983460
WM-TL10,2024,10/1/2024,765,E-com,103,6617954,10/9/2024,Sas nagar,22795568,65,5051475
PowerMix,2023,11/1/2023,859,MT,120,6618073,11/24/2023,New panvel,97075083,34,3815786
WM-200D,2023,6/1/2023,195,Normal Trade,116,6618205,6/12/2023,Lakhisarai,34385885,6,507702
PowerMix,2022,2/1/2022,130,Normal Trade,114,6618466,2/22/2022,Nashik,51981711,61,6845969
PowerMix,2023,2/1/2023,765,Normal Trade,103,6618685,2/8/2023,Paonta sahib,75656627,39,4376931
TopCool R1000,2024,3/1/2024,754,E-com,122,6618742,3/26/2024,Gondal,67309847,48,3768480
CoolBox R1000,2024,6/1/2024,132,E-com,112,6619187,7/31/2024,Fatehgarh,42028739,49,3770746
FreshBreeze-300,2022,3/1/2022,242,MT,111,6619361,5/21/2022,Trivandrum killipalam,40019617,15,1834470
FreshCool R2000,2024,8/1/2024,338,Normal Trade,118,6619469,8/29/2024,Bilaspur,54544483,27,4587705
CleanAir-C100,2023,4/1/2023,859,E-com,120,6619472,4/23/2023,Khopoli,17058079,56,5223624
WM-200D,2023,10/1/2023,125,Normal Trade,101,6619474,10/1/2023,Ramanagara,24370481,54,4569318
BakePro O3000,2023,1/1/2023,754,MT,122,6619686,1/12/2023,Palanpur,43463349,4,240588
LuxFridge R5000,2022,6/1/2022,754,Normal Trade,100,6619839,7/8/2022,Tharad,28842069,62,5125416
FreshFreeze R2800,2023,9/1/2023,303,Normal Trade,123,6620182,9/22/2023,Anakapalli,40758250,57,4500663
FreshCool R2000,2022,3/1/2022,242,E-com,105,6620341,3/4/2022,Punalur,79480727,64,10874560
FreshFreeze R2800,2024,2/1/2024,818,MT,109,6620527,2/29/2024,Prathvipur,77865182,34,2684606
WM-200D,2024,1/1/2024,765,Normal Trade,113,6620558,1/28/2024,Moga,21615386,57,4823169
FreshBreeze-300,2023,6/1/2023,242,MT,105,6620938,6/21/2023, eloor kochin,38780311,35,4280430
CoolBox R1000,2023,4/1/2023,754,E-com,100,6621223,4/4/2023,Morbi district,82353357,40,3078160
UltraCool R8000,2022,6/1/2022,754,E-com,122,6621279,7/20/2022,Bhiwandi,99549981,37,2425868
FreshFreeze R2800,2023,8/1/2023,658,MT,108,6621432,8/11/2023,Madurai,81809727,2,157918
BakePro O3000,2024,2/1/2024,858,E-com,107,6621751,2/23/2024,Khatkhati,85040406,83,4992201
CoolBox R1000,2024,10/1/2024,859,E-com,120,6622093,10/10/2024,Kandiwali east,NULL,41,3155114
WM-TL10,2023,10/1/2023,189,MT,110,6622132,10/3/2023,Banswara,12368781,13,1010295
BakePro O3000,2023,12/1/2023,338,MT,118,6622207,12/13/2023,Raipur,72071682,59,3548673
UltraCool R8000,2023,3/1/2023,303,Normal Trade,124,6622406,3/27/2023,Thatipaka,26300293,40,2622560
TopCool R1000,2022,11/1/2022,858,MT,107,6622424,11/1/2022,Shillong,47216654,9,706590
WM-101SA,2024,11/1/2024,328,Normal Trade,104,6622443,11/8/2024,ErodeÂ ,NULL,19,2157735
UltraCool R8000,2023,3/1/2023,754,Normal Trade,122,6622669,3/13/2023,Gujarat,12532270,51,3343764
PowerMix,2024,2/1/2024,859,E-com,120,6622902,2/4/2024,Vashi,85102612,2,224458
PowerMix,2023,3/1/2023,303,MT,123,6622911,3/10/2023,Chitoor,82141553,51,5723679
CoolBox R1000,2024,3/1/2024,765,MT,103,6623237,3/9/2024,Kalanaur,71523489,83,6387182
BakePro O3000,2022,10/1/2022,854,E-com,115,6623525,10/14/2022,Charkhi Dadri,22534217,6,360882
TopCool R1000,2024,2/1/2024,754,Normal Trade,100,6623576,2/29/2024,Silvassa,55324613,38,2983380
WM-TL10,2022,3/1/2022,754,Normal Trade,100,6623897,5/18/2022,Thavar,51908213,46,3574890
UltraCool R8000,2024,3/1/2024,859,E-com,120,6624077,3/22/2024,Vasai,41735204,66,4327224
WM-TL10,2023,2/1/2023,242,MT,105,6624353,2/7/2023,Vishakhapatnam,89420590,25,1942875
TopCool R1000,2023,3/1/2023,833,Normal Trade,119,6624412,3/13/2023,Malvan,36356418,32,2512320
CoolBox R1000,2024,2/1/2024,189,MT,110,6624695,2/22/2024,Bagru,15783996,31,2385574
TurboConvection O9,2024,6/1/2024,303,E-com,124,6624867,6/5/2024,Devarapalli,64609754,37,3071518
WM-200D,2022,8/1/2022,350,Normal Trade,102,6625078,8/28/2022,Bhanjanagar,59587635,73,6177041
FreshFreeze R2800,2022,3/1/2022,242,Normal Trade,105,6625161,5/16/2022,Vadanappally,82090202,65,5132335
LuxFridge R5000,2022,4/1/2022,195,Normal Trade,116,6625238,4/29/2022,Chapara,29602406,1,82668
TurboConvection O9,2024,11/1/2024,765,Normal Trade,103,6625394,11/30/2024,Mandi gowindgarh,NULL,9,747126
WM-101SA,2023,8/1/2023,854,MT,115,6625668,8/29/2023,Najafgarh,68817904,29,3293385
UltraCool R8000,2022,3/1/2022,859,MT,120,6626024,3/26/2022,Thane west,47058592,66,4327224
WM-101SA,2024,3/1/2024,242,E-com,121,6626207,3/13/2024,Vatakara,13175428,11,1249215
CleanAir-C100,2022,10/1/2022,125,Normal Trade,101,6626809,10/6/2022,Kota,26658243,20,1865580
TopCool R1000,2023,6/1/2023,125,Normal Trade,101,6626914,6/29/2023,Bellary,87749832,77,6045270
FreshCool R2000,2023,8/1/2023,792,E-com,106,6627064,8/27/2023,Aquem,92104213,26,4417790
BakePro O3000,2022,4/1/2022,765,Normal Trade,113,6627358,4/11/2022,Tarn taran,81281128,55,3308085
CleanAir-C100,2023,3/1/2023,833,E-com,119,6627359,5/19/2023,Vengurla,18873909,42,3917718
CoolBox R1000,2022,10/1/2022,242,E-com,121,6627478,10/2/2022,Kalamassery,24667184,30,2308620
TurboConvection O9,2022,10/1/2022,338,Normal Trade,118,6627597,10/8/2022,Aurangabad,89343747,45,3735630
LuxFridge R5000,2024,11/1/2024,818,E-com,109,6628112,11/9/2024,Pithampur,NULL,82,6778776
TurboConvection O9,2023,9/1/2023,125,Normal Trade,101,6628142,9/22/2023,Davanagere,66175717,65,5395910
CoolBox R1000,2023,6/1/2023,242,MT,121,6628153,7/6/2023,Thoppumpady,98033535,31,2385574
UltraCool R8000,2022,1/1/2022,195,E-com,116,6628171,1/20/2022,Dumka,16312908,66,4327224
LuxFridge R5000,2022,1/1/2022,242,MT,121,6628192,1/10/2022,Kottarakkara,98004576,67,5538756
FreshCool R2000,2023,1/1/2023,854,E-com,115,6628280,1/18/2023,Modinagar,13764654,35,5947025
TopCool R1000,2022,4/1/2022,125,Normal Trade,101,6628763,4/14/2022,Bidadi,36743100,21,1648710
FreshCool R2000,2023,3/1/2023,303,MT,123,6628815,5/27/2023,Eluru,36758764,34,5777110
WM-TL10,2022,6/1/2022,765,MT,113,6629014,7/11/2022,Bhankarpur,39231948,40,3108600
TopCool R1000,2022,2/1/2022,338,E-com,118,6629822,2/19/2022,Akola,57303591,54,4239540
CleanAir-C100,2023,3/1/2023,658,MT,108,6629899,3/28/2023,Lb nagar,95914779,30,2798370
UltraCool R8000,2023,11/1/2023,338,MT,118,6629939,11/25/2023,Bhilai,59152278,64,4196096
FreshFreeze R2800,2022,6/1/2022,242,E-com,121,6630212,7/7/2022,Alapuzha,14360211,13,1026467
WM-101SA,2024,12/1/2024,130,E-com,114,6630421,12/12/2024,Amrawati,NULL,35,3974775
CleanAir-C100,2023,2/1/2023,833,Normal Trade,119,6630508,2/23/2023,Murbad,28046046,69,6436251
FreshFreeze R2800,2022,3/1/2022,765,E-com,113,6630516,5/12/2022,Jammu,75852770,34,2684606
WM-200D,2022,10/1/2022,818,Normal Trade,109,6630871,10/23/2022,Chhatarpur,53352344,21,1776957
UltraCool R8000,2024,4/1/2024,328,E-com,104,6631019,4/21/2024,Namakkal,59230243,48,3147072
WM-TL10,2024,11/1/2024,328,E-com,104,6631282,11/11/2024,Mannarkudi,40904085,54,4196610
BakePro O3000,2022,11/1/2022,242,Normal Trade,105,6631448,11/21/2022,Tripunithura,92691963,2,120294
CoolBox R1000,2023,1/1/2023,189,E-com,110,6631831,1/16/2023,Baran,35693363,9,692586
WM-101SA,2023,2/1/2023,754,Normal Trade,122,6632022,2/24/2023,Navsari,17356698,63,7154595
UltraCool R8000,2022,3/1/2022,754,E-com,100,6632834,5/16/2022,Rajkot,77995915,1,65564
PowerMix,2024,9/1/2024,132,E-com,112,6632890,9/29/2024,Ayodhya,16730124,79,8866091
WM-101SA,2022,3/1/2022,303,Normal Trade,124,6632941,3/1/2022,Hyderabad,69945655,53,6018945
CleanAir-C100,2024,4/1/2024,323,Normal Trade,117,6633165,4/8/2024,Sangli,95360770,7,652953
FreshCool R2000,2024,4/1/2024,792,Normal Trade,106,6633294,4/19/2024,Pune,77771223,52,8835580
UltraCool R8000,2024,10/1/2024,303,Normal Trade,124,6633387,10/30/2024,Kadapa,NULL,67,4392788
WM-101SA,2022,3/1/2022,765,Normal Trade,113,6633829,3/12/2022,Faridkot,25782988,41,4656165
WM-101SA,2024,4/1/2024,765,MT,103,6634074,4/18/2024,Punjab,99092478,24,2725560
PowerMix,2024,6/1/2024,818,Normal Trade,109,6634235,7/2/2024,Narsinghpur,25217605,2,224458
LuxFridge R5000,2023,10/1/2023,328,E-com,104,6634654,10/12/2023,Thiruchirappalli,67284455,63,5208084
CoolBox R1000,2024,1/1/2024,754,Normal Trade,122,6635087,1/2/2024,Anjar,65256328,81,6233274
BakePro O3000,2024,9/1/2024,858,Normal Trade,107,6635435,9/27/2024,Dibrigarh,63281741,66,3969702
UltraCool R8000,2022,11/1/2022,858,Normal Trade,107,6635492,11/21/2022,Aizawl,42021884,36,2360304
FreshFreeze R2800,2024,8/1/2024,754,Normal Trade,100,6635504,8/14/2024,Amroli,54715413,56,4421704
FreshCool R2000,2022,12/1/2022,658,Normal Trade,108,6636289,12/8/2022,Vizianagaram,81851494,3,509745
WM-101SA,2024,4/1/2024,765,Normal Trade,113,6636552,4/4/2024,Kharar,62286197,17,1930605
FreshBreeze-300,2022,11/1/2022,765,E-com,103,6636572,11/15/2022,Chamba,54473936,28,3424344
TurboConvection O9,2024,1/1/2024,303,MT,123,6636598,1/11/2024,Dharmavaram,76670159,35,2905490
BakePro O3000,2023,8/1/2023,792,Normal Trade,106,6636767,8/24/2023,Pernem,22238792,50,3007350
WM-TL10,2022,11/1/2022,792,MT,106,6636947,11/16/2022,Siolim,17009579,63,4896045
CoolBox R1000,2022,6/1/2022,303,Normal Trade,124,6637323,7/12/2022,Chitoor,93372196,7,538678
TurboConvection O9,2023,12/1/2023,130,MT,114,6637599,12/26/2023,Korba,19899046,64,5312896
BakePro O3000,2022,6/1/2022,765,E-com,103,6637962,7/11/2022,Panchkula,27929181,16,962352
WM-101SA,2022,4/1/2022,658,E-com,108,6638205,4/17/2022,Kunnamkulam,13760562,48,5451120
FreshFreeze R2800,2024,8/1/2024,833,E-com,119,6638413,8/6/2024,Roha,96704928,33,2605647
WM-200D,2024,12/1/2024,765,MT,103,6639212,12/22/2024,Ludhiana,51110112,57,4823169
WM-200D,2023,12/1/2023,765,MT,103,6639317,12/8/2023,Mansa,99774697,58,4907786
CleanAir-C100,2023,2/1/2023,859,MT,120,6639627,2/17/2023,Pen,57899710,17,1585743
WM-TL10,2023,9/1/2023,658,E-com,108,6639687,9/17/2023,Tirupati,22223990,73,5673195
FreshCool R2000,2023,9/1/2023,754,MT,100,6639966,9/2/2023,Mahisagar,21079017,5,849575
WM-200D,2023,10/1/2023,754,Normal Trade,122,6640128,10/3/2023,Indore,67186933,65,5500105
FreshCool R2000,2024,10/1/2024,765,E-com,103,6640195,10/8/2024,Jalandhar,83035190,3,509745
WM-200D,2024,1/1/2024,818,E-com,109,6640267,1/26/2024,Narsighpur,97861897,78,6600126
CoolBox R1000,2022,6/1/2022,130,Normal Trade,114,6640560,7/6/2022,Umred,32961766,38,2924252
PowerMix,2023,6/1/2023,858,Normal Trade,107,6640699,6/23/2023,Tinsukia,58792241,30,3366870
WM-TL10,2022,12/1/2022,754,Normal Trade,122,6640806,12/13/2022,Daman,45236547,47,3652605
WM-101SA,2022,9/1/2022,328,E-com,104,6640884,9/9/2022,Ramanatha puram,82546496,3,340695
TurboConvection O9,2023,3/1/2023,242,E-com,111,6641082,3/2/2023,Koyilandy,41775439,10,830140
CleanAir-C100,2023,10/1/2023,242,MT,121,6641380,10/6/2023,Peroorkada,41161768,56,5223624
LuxFridge R5000,2023,3/1/2023,130,E-com,114,6641554,5/5/2023,Bhandara,64086804,16,1322688
FreshCool R2000,2023,1/1/2023,303,MT,124,6641575,1/30/2023,Vishakapatnam,90245204,46,7816090
UltraCool R8000,2023,10/1/2023,323,MT,117,6641778,10/4/2023,Nagpur,26119462,55,3606020
CleanAir-C100,2024,4/1/2024,754,MT,122,6641815,4/13/2024,Rajkot,95523296,49,4570671
FreshCool R2000,2024,9/1/2024,125,MT,101,6641936,9/27/2024,Kannur,65100031,45,7646175
FreshBreeze-300,2022,2/1/2022,338,MT,118,6641950,2/10/2022,Supela,45277213,4,489192
CoolBox R1000,2022,11/1/2022,303,E-com,123,6641964,11/16/2022,Rajahmundry,11365118,63,4848102
LuxFridge R5000,2022,6/1/2022,854,Normal Trade,115,6642061,7/8/2022,Loni,98852629,17,1405356
FreshCool R2000,2023,6/1/2023,859,Normal Trade,120,6642174,6/26/2023,Pune,47761032,44,7476260
CoolBox R1000,2022,10/1/2022,125,E-com,101,6642622,10/27/2022,Dak kannada,92811913,39,3001206
WM-101SA,2023,6/1/2023,242,Normal Trade,111,6642710,6/17/2023,Trivandrumkaramana,48556513,13,1476345
WM-101SA,2024,10/1/2024,765,E-com,103,6642917,10/7/2024,Chandigarh,98981466,72,8176680
WM-200D,2023,9/1/2023,854,E-com,115,6643124,9/27/2023,Najafgarh,99091046,29,2453893
CoolBox R1000,2022,4/1/2022,854,E-com,115,6643204,4/22/2022,Hodal,13824113,22,1692988
WM-TL10,2024,11/1/2024,754,Normal Trade,122,6643410,11/23/2024,Himmatnagar,NULL,76,5906340
TopCool R1000,2023,6/1/2023,658,Normal Trade,108,6643418,7/29/2023,Kollam,67190488,57,4475070
TurboConvection O9,2024,6/1/2024,833,E-com,119,6644283,7/31/2024,Poladpur,85657607,80,6641120
WM-200D,2022,8/1/2022,754,E-com,122,6644374,8/24/2022,Thavar,73040337,30,2538510
UltraCool R8000,2023,10/1/2023,242,E-com,111,6644759,10/5/2023,Ernakulam,87336330,8,524512
UltraCool R8000,2024,9/1/2024,754,E-com,100,6645229,9/28/2024,Mahisagar,34793325,57,3737148
BakePro O3000,2023,4/1/2023,765,E-com,103,6645275,4/15/2023,Hamirpur,48555946,14,842058
WM-TL10,2023,2/1/2023,658,E-com,108,6645656,2/20/2023,Quthubullapur,48814484,6,466290
FreshCool R2000,2023,12/1/2023,242,Normal Trade,111,6646491,12/13/2023,Kalamassery,44605956,70,11894050
WM-101SA,2023,2/1/2023,242,Normal Trade,111,6646515,2/4/2023, eloor kochin,13117642,5,567825
WM-TL10,2022,10/1/2022,242,Normal Trade,121,6646529,10/2/2022,Kodungallur,87368164,62,4818330
CleanAir-C100,2023,4/1/2023,328,Normal Trade,104,6646903,4/24/2023,Hyderabad,67045609,40,3731160
WM-200D,2023,4/1/2023,303,E-com,123,6647119,4/15/2023,Nidadavolu,23718431,5,423085
CleanAir-C100,2024,6/1/2024,130,MT,114,6647696,6/15/2024,Nashik,68417570,24,2238696
PowerMix,2023,6/1/2023,125,Normal Trade,101,6647749,6/20/2023,Dak kannada,55208399,9,1010061
BakePro O3000,2024,2/1/2024,754,MT,122,6647758,2/24/2024,Bhopal,83846845,33,1984851
FreshBreeze-300,2023,6/1/2023,854,E-com,115,6647890,6/6/2023,Loni,89386833,5,611490
WM-101SA,2024,8/1/2024,242,E-com,111,6648226,8/28/2024,Piravom,35956606,68,7722420
TopCool R1000,2024,12/1/2024,833,Normal Trade,119,6648295,12/4/2024,Lanja,NULL,17,1334670
LuxFridge R5000,2023,4/1/2023,350,MT,102,6648322,4/20/2023,Joda,47389079,8,661344
FreshFreeze R2800,2023,3/1/2023,854,E-com,115,6648416,3/7/2023,Gohana,96957157,39,3079401
PowerMix,2022,3/1/2022,303,Normal Trade,123,6648521,3/19/2022,East godavari,73433664,22,2469038
UltraCool R8000,2022,3/1/2022,754,MT,100,6649498,5/17/2022,Mumbai,93691789,20,1311280
TurboConvection O9,2024,8/1/2024,854,MT,115,6649700,8/6/2024,Chhata,12384055,5,415070
LuxFridge R5000,2022,9/1/2022,189,Normal Trade,110,6649738,9/2/2022,Gharasana,45690844,7,578676
UltraCool R8000,2024,9/1/2024,242,MT,105,6649968,9/19/2024,Calicut,92950779,73,4786172
LuxFridge R5000,2022,10/1/2022,754,MT,100,6650099,10/22/2022,Rajkot,85688875,21,1736028
WM-101SA,2024,10/1/2024,658,E-com,108,6650131,10/21/2024,Rangareddy,NULL,46,5223990
TopCool R1000,2022,10/1/2022,303,MT,123,6650270,10/13/2022,Vishakhapatnam,88447306,4,314040
FreshBreeze-300,2023,10/1/2023,658,Normal Trade,108,6650379,10/11/2023,Angamaly,89324145,63,7704774
TopCool R1000,2022,4/1/2022,350,MT,102,6650746,4/27/2022,Iswarpur,92594049,67,5260170
WM-TL10,2023,10/1/2023,350,MT,102,6650849,10/5/2023,Kendujhar,90057445,52,4041180
TopCool R1000,2022,12/1/2022,189,MT,110,6651129,12/18/2022,Barmer,34567016,23,1805730
CoolBox R1000,2024,11/1/2024,125,E-com,101,6651204,11/18/2024,Kerala,46690420,61,4694194
FreshCool R2000,2024,6/1/2024,303,MT,123,6651210,7/18/2024,Devarapalli,50292372,14,2378810
WM-200D,2023,2/1/2023,195,Normal Trade,116,6651425,2/28/2023,Chapara,25177146,21,1776957
BakePro O3000,2022,4/1/2022,858,E-com,107,6651430,4/15/2022,Nahorkotia,76576813,57,3428379
WM-101SA,2024,6/1/2024,792,MT,106,6651446,6/25/2024,Aquem,26131083,11,1249215
FreshCool R2000,2022,3/1/2022,338,MT,118,6651928,5/15/2022,Ambikapur,87402240,17,2888555
LuxFridge R5000,2024,4/1/2024,303,Normal Trade,123,6651960,4/22/2024,Visakhapatnam,80670309,5,413340
FreshCool R2000,2024,8/1/2024,854,Normal Trade,115,6652000,8/2/2024,Rampur,77451493,83,14102945
FreshBreeze-300,2022,3/1/2022,818,MT,109,6652088,5/6/2022,Naramdapuram,24061378,40,4891920
BakePro O3000,2023,6/1/2023,754,E-com,100,6652152,6/15/2023,Ahemdabad,62780947,59,3548673
CleanAir-C100,2024,3/1/2024,125,Normal Trade,101,6652281,5/27/2024,Shivamogga,21615677,80,7462320
BakePro O3000,2023,3/1/2023,323,E-com,117,6653251,3/25/2023,Shivajinagar  pune,53077396,73,4390731
FreshFreeze R2800,2023,8/1/2023,323,Normal Trade,117,6653851,8/31/2023,Sangli,20794452,34,2684606
CleanAir-C100,2022,10/1/2022,858,Normal Trade,107,6653942,10/8/2022,Raniganj,68756373,32,2984928
BakePro O3000,2024,6/1/2024,833,Normal Trade,119,6654177,6/11/2024,Sanpada,53117431,33,1984851
CoolBox R1000,2024,6/1/2024,765,MT,113,6654233,6/10/2024,Lucknow,87810053,24,1846896
CleanAir-C100,2022,4/1/2022,125,E-com,101,6654424,4/21/2022,Gokak,91117376,19,1772301
LuxFridge R5000,2023,6/1/2023,328,MT,104,6654777,6/27/2023,Thanjavur district,93088152,34,2810712
WM-101SA,2024,1/1/2024,242,MT,105,6654935,1/2/2024,Thodupuzha,56759010,30,3406950
CoolBox R1000,2022,6/1/2022,125,MT,101,6655184,6/7/2022,Udupi,22212161,67,5155918
FreshFreeze R2800,2024,2/1/2024,125,E-com,101,6655764,2/20/2024,Bijapur,18941648,80,6316720
CoolBox R1000,2022,6/1/2022,765,Normal Trade,113,6655864,7/18/2022,Bilaspur,39243743,39,3001206
UltraCool R8000,2022,2/1/2022,765,E-com,113,6656189,2/19/2022,Zirakpur,32443981,48,3147072
CleanAir-C100,2022,1/1/2022,323,MT,117,6656532,1/25/2022,Panjim,11173352,64,5969856
LuxFridge R5000,2022,2/1/2022,328,E-com,104,6656557,2/12/2022,Thiruvarur,38000749,22,1818696
CleanAir-C100,2023,3/1/2023,350,Normal Trade,102,6656584,5/13/2023,Aurangabad,13135833,31,2891649
WM-TL10,2024,6/1/2024,765,E-com,113,6656876,7/22/2024,Kullu,71279564,25,1942875
WM-TL10,2024,3/1/2024,350,MT,102,6657553,5/22/2024,Ranapur,81883251,47,3652605
FreshCool R2000,2022,10/1/2022,242,E-com,121,6657931,10/19/2022,Muvattupuzha,13989261,19,3228385
FreshCool R2000,2024,3/1/2024,859,Normal Trade,120,6658193,5/14/2024,Bhopal,35007366,49,8325835
CleanAir-C100,2022,9/1/2022,303,Normal Trade,123,6658653,9/22/2022,Gudivada,24080536,67,6249693
CoolBox R1000,2022,10/1/2022,754,E-com,122,6658708,10/10/2022,Ahmedabad,99833906,17,1308218
LuxFridge R5000,2023,3/1/2023,195,E-com,116,6658905,3/14/2023,Munger,27912920,4,330672
BakePro O3000,2023,11/1/2023,130,E-com,114,6659105,11/30/2023,Amgaon,33861424,50,3007350
WM-101SA,2024,4/1/2024,189,E-com,110,6659210,4/8/2024,Ajmer,36542426,51,5791815
FreshFreeze R2800,2024,10/1/2024,765,Normal Trade,103,6659350,10/22/2024,Sangrur,80197320,29,2289811
FreshCool R2000,2024,11/1/2024,350,Normal Trade,102,6659678,11/24/2024,Odisha,NULL,69,11724135
TurboConvection O9,2023,3/1/2023,303,Normal Trade,124,6659750,3/13/2023,Bhimavaram,70638980,32,2656448
CoolBox R1000,2022,6/1/2022,833,E-com,119,6659807,7/26/2022,Safale,15786404,61,4694194
BakePro O3000,2024,4/1/2024,303,E-com,123,6660014,4/30/2024,Vizianagaram,88753507,51,3067497
LuxFridge R5000,2024,1/1/2024,303,Normal Trade,123,6660164,1/6/2024,Mandapeta,34572290,49,4050732
