Invoice_No,OBD_No,Billing_Date,Billing_Amount,IOD_Date,Delivery_Days
1210843,56030066,11/25/2022,29.47203,12/26/2022,27
3537243,51257824,11/25/2022,14.38489,11/26/2022,4
5758515,92814795,11/25/2022,25.39482,12/9/2022,11
8562535,87771867,11/26/2022,57.7711,1/8/2023,41
4112947,62148427,11/26/2022,25.26174,12/4/2022,6
6666524,48970622,11/26/2022,5.81098,11/27/2022,4
5447210,55813124,11/26/2022,18.1704,11/27/2022,1
8979730,77292380,11/26/2022,12.2298,11/27/2022,4
3290672,36189702,11/26/2022,77.43801,1/17/2023,50
7753453,74220011,11/26/2022,24.62528,1/8/2023,39
6842088,93446015,11/26/2022,52.58814,11/30/2022,1
9131919,82185866,11/26/2022,61.3251,1/16/2023,49
8941588,14376489,11/26/2022,38.6121,1/11/2023,44
8185805,32634412,11/26/2022,46.29408,1/17/2023,49
1300149,36173920,11/26/2022,19.58859,11/27/2022,0
8653827,42232378,11/26/2022,46.629,1/18/2023,50
5016918,48286911,11/26/2022,76.46175,12/3/2022,3
5823151,84708958,11/26/2022,52.74763,1/10/2023,45
1039513,14993441,11/26/2022,62.37198,1/17/2023,50
3888554,33176317,11/26/2022,39.68064,1/12/2023,42
1655733,22227594,11/26/2022,74.9529,1/20/2023,52
1086576,83837157,11/26/2022,15.63822,1/9/2023,42
6991540,12587819,11/26/2022,3.9255,11/27/2022,1
8622610,27997388,11/26/2022,11.42793,11/27/2022,0
1805209,53537171,11/26/2022,44.29755,1/15/2023,49
7350486,59029303,11/26/2022,27.2556,11/27/2022,1
2905593,35242702,11/26/2022,8.2668,11/27/2022,2
7094896,47983040,11/26/2022,26.90556,11/27/2022,1
5885024,17716155,11/26/2022,5.52713,11/27/2022,0
9705125,46918544,11/26/2022,34.51323,12/23/2022,25
2062174,81389771,11/27/2022,48.96045,1/19/2023,53
2469840,80792853,11/27/2022,24.8688,12/8/2022,9
1962538,91955403,11/27/2022,84.17175,1/16/2023,48
8349455,47919132,11/27/2022,6.15632,11/28/2022,1
2338271,84685481,11/27/2022,3.9255,11/28/2022,2
3453606,95388938,11/27/2022,22.25439,12/6/2022,7
7347837,64339565,11/27/2022,78.1609,1/8/2023,39
1520770,44330502,11/27/2022,46.6395,12/9/2022,10
7245146,94597104,11/27/2022,31.30829,1/13/2023,43
5194341,41974726,11/27/2022,18.3447,11/28/2022,1
7625931,81689927,11/27/2022,31.86315,12/18/2022,17
2036514,15891761,11/27/2022,85.29404,1/18/2023,51
1451281,64930706,11/27/2022,10.10295,11/28/2022,1
9386489,98437155,11/27/2022,23.3145,11/28/2022,1
8204299,64142556,11/27/2022,1.86558,11/28/2022,1
3512904,81413985,11/27/2022,17.0973,11/28/2022,1
8800942,96193785,11/27/2022,63.42972,1/18/2023,51
8818250,23234972,11/27/2022,42.01905,1/6/2023,39
2679189,49716661,11/27/2022,14.21262,11/28/2022,0
4660940,72639147,11/27/2022,17.37098,11/28/2022,1
1236655,42294117,11/27/2022,35.48673,1/18/2023,48
6263326,32779115,11/27/2022,33.85976,12/23/2022,25
7270790,40950683,11/27/2022,15.23106,11/28/2022,1
1100196,98733287,11/27/2022,1.57918,11/28/2022,1
7320094,20327400,11/27/2022,44.63332,1/19/2023,53
6110173,44323784,11/27/2022,47.94744,1/18/2023,50
1756866,34835879,11/27/2022,8.97832,11/28/2022,1
5403489,64544939,11/27/2022,34.28379,1/21/2023,54
6357240,56354851,11/27/2022,90.05495,1/16/2023,45
4226243,13864908,11/27/2022,39.69702,1/16/2023,47
1339706,29497465,11/27/2022,19.84032,11/28/2022,0
8218269,30459595,11/27/2022,59.92602,1/6/2023,39
7297287,23613510,11/27/2022,78.35985,1/20/2023,51
3938131,65707438,11/27/2022,57.8676,1/18/2023,50
4572819,12764273,11/27/2022,3.60882,11/28/2022,0
1755023,47237796,11/27/2022,58.35908,1/17/2023,50
4834547,46120895,11/27/2022,16.84116,1/5/2023,37
4802766,93294657,11/27/2022,39.4795,1/13/2023,47
4011811,31950353,11/27/2022,70.89204,1/16/2023,50
5577700,21955160,11/27/2022,8.3014,11/28/2022,0
1700837,10675093,11/27/2022,7.47126,11/28/2022,2
2097874,68988140,11/27/2022,7.46232,11/28/2022,1
4207286,52781697,11/28/2022,2.24458,11/29/2022,1
8375752,30875475,11/28/2022,6.64112,11/29/2022,3
8427625,49910061,11/28/2022,32.9742,1/13/2023,43
8504725,43938611,11/28/2022,62.84824,1/22/2023,53
4214986,84502763,11/28/2022,11.80152,11/29/2022,1
9019517,19803499,11/28/2022,42.74325,1/17/2023,49
6870420,86667744,11/28/2022,110.44475,1/19/2023,47
1047272,97490228,11/28/2022,33.02046,1/7/2023,37
9201859,42466665,11/28/2022,7.94955,11/29/2022,1
4077684,86318249,11/28/2022,61.3251,1/21/2023,53
2731717,44169957,11/28/2022,38.24439,12/4/2022,3
6212898,30761894,11/28/2022,31.87791,1/19/2023,50
3907342,36774319,11/28/2022,1.5543,11/29/2022,2
1708708,36538392,11/28/2022,54.99221,1/8/2023,40
1344134,37947183,11/28/2022,67.2639,1/21/2023,51
3505468,41829058,11/28/2022,8.3014,11/29/2022,4
3998238,12195127,11/28/2022,25.86321,12/5/2022,7
8626114,86817627,11/28/2022,1.69915,11/29/2022,3
6780767,19163338,11/28/2022,48.1833,1/20/2023,51
1625318,52999440,11/28/2022,32.12636,11/29/2022,1
4485520,74217225,11/28/2022,18.64557,1/6/2023,34
4474885,82706099,11/28/2022,61.3251,1/22/2023,54
1054096,51763795,11/28/2022,56.7825,12/18/2022,18
6109075,47574724,11/28/2022,37.3116,12/10/2022,11
6180245,35283412,11/28/2022,74.07114,1/19/2023,51
5478972,92749584,11/28/2022,51.46868,1/18/2023,51
2138038,56345379,11/28/2022,36.52616,12/22/2022,21
2187851,48513093,11/28/2022,54.48171,1/19/2023,50
5042786,35027676,11/28/2022,13.05906,11/29/2022,1
3990713,34727844,11/28/2022,2.36877,11/29/2022,0
4563713,85036915,11/28/2022,77.43801,1/22/2023,53
1160702,33291610,11/28/2022,9.23448,11/29/2022,3
1759041,63765155,11/28/2022,22.08895,11/29/2022,0
9830442,83327293,11/28/2022,52.29882,1/22/2023,51
4278297,68768724,11/28/2022,1.57918,11/29/2022,0
5337228,50150918,11/28/2022,34.79099,12/17/2022,19
3784012,96205440,11/29/2022,78.1609,1/1/2023,31
8064143,54454724,11/29/2022,24.8688,12/17/2022,17
6946166,67903564,11/29/2022,19.6692,12/24/2022,22
5202748,68540931,11/29/2022,32.37546,12/28/2022,26
3951648,56206933,11/29/2022,17.76957,11/30/2022,4
5708676,24709195,11/29/2022,29.24252,12/19/2022,19
6011987,74175195,11/29/2022,3.15836,11/30/2022,0
4929718,30936118,11/29/2022,21.65292,1/8/2023,37
6485289,91426000,11/29/2022,22.38696,11/30/2022,0
1461323,14014272,11/29/2022,36.37392,1/4/2023,32
1655976,34002895,11/29/2022,52.23624,1/19/2023,51
9192824,78524204,11/29/2022,47.6973,12/6/2022,6
1973306,10632635,11/29/2022,42.47875,11/30/2022,0
8150226,45318545,11/29/2022,46.3209,1/19/2023,47
2679897,61089121,11/29/2022,6.2172,11/30/2022,3
1379923,51899078,11/29/2022,80.71668,1/20/2023,52
6214484,82271945,11/29/2022,2.40588,11/30/2022,2
4577047,41491678,11/29/2022,47.5762,1/18/2023,48
6574014,90889770,11/29/2022,47.106,1/18/2023,48
5983850,17824156,11/29/2022,36.93792,12/7/2022,8
6536605,40363407,11/29/2022,3.07816,11/30/2022,1
3353101,73188059,11/29/2022,49.38076,12/20/2022,17
7602542,65985387,11/29/2022,33.09022,12/23/2022,20
9646460,70831313,11/29/2022,6.2808,11/30/2022,1
9999580,81147161,11/29/2022,18.1704,11/30/2022,3
3320367,38216401,11/29/2022,57.53956,1/20/2023,51
6418889,59966944,11/29/2022,51.46868,1/18/2023,46
7993516,52934943,11/29/2022,54.5112,1/14/2023,42
3715665,76652724,11/29/2022,34.86588,1/1/2023,32
3659413,77791539,11/29/2022,56.69339,1/23/2023,53
6565835,70605921,11/29/2022,29.84928,12/3/2022,1
9478488,65454417,11/29/2022,113.84305,1/20/2023,47
8572382,64367447,11/30/2022,32.1891,12/31/2022,26
6780320,89105905,11/30/2022,47.8911,1/24/2023,53
6384831,70651881,11/30/2022,39.28015,1/1/2023,28
3582323,66194219,11/30/2022,61.56414,1/23/2023,50
3829976,96991946,11/30/2022,52.11294,1/21/2023,49
4804769,74994010,11/30/2022,56.90019,1/22/2023,51
4193467,72420569,11/30/2022,0.76954,12/1/2022,2
9375364,47715268,11/30/2022,21.31893,1/16/2023,45
5311394,23384614,11/30/2022,57.48006,12/2/2022,1
5012581,51536077,11/30/2022,58.0974,1/20/2023,48
4414838,37459975,11/30/2022,33.983,12/1/2022,1
2313086,38214233,11/30/2022,6.2808,12/1/2022,1
8609763,45116160,11/30/2022,6.2808,12/1/2022,3
5461987,31310318,11/30/2022,41.30532,1/19/2023,48
5021642,85316790,11/30/2022,37.3116,1/10/2023,39
2282825,20120010,11/30/2022,42.1029,1/22/2023,49
9403859,50253188,11/30/2022,6.61344,12/1/2022,4
1526583,16829228,11/30/2022,84.17175,1/21/2023,50
8513406,68312495,11/30/2022,28.2636,12/17/2022,16
6900003,72754951,11/30/2022,12.31264,12/1/2022,2
1991456,25721500,11/30/2022,2.48004,12/1/2022,0
5472823,73449085,11/30/2022,19.92336,12/1/2022,1
9113115,57418643,11/30/2022,84.9575,12/24/2022,22
9303594,42667925,11/30/2022,2.40588,12/1/2022,3
6599274,52040771,11/30/2022,69.66515,12/5/2022,3
7768328,57629193,11/30/2022,83.25835,12/23/2022,22
9392508,65704535,11/30/2022,26.90556,12/1/2022,3
2136022,44555653,11/30/2022,95.1524,1/23/2023,51
8110714,68752317,11/30/2022,45.0747,1/24/2023,50
7757085,88952163,11/30/2022,16.07723,12/1/2022,0
8005284,80458212,12/1/2022,90.50052,1/22/2023,52
3234284,74555554,12/1/2022,25.73434,12/22/2022,21
2632397,96969593,12/1/2022,42.33714,1/22/2023,48
7238439,71790456,12/1/2022,61.77041,1/25/2023,54
1349751,32082014,12/1/2022,76.46175,12/7/2022,3
3668559,62125828,12/1/2022,27.06615,12/6/2022,2
1016764,67448939,12/1/2022,30.66255,12/9/2022,5
5665812,52561127,12/1/2022,55.0341,12/10/2022,8
3782599,83638524,12/1/2022,6.15632,12/2/2022,1
9300462,80866935,12/1/2022,3.93384,12/2/2022,2
9592367,62843719,12/1/2022,9.13154,12/2/2022,2
3578153,85050693,12/1/2022,45.0747,1/21/2023,47
9034749,30738427,12/1/2022,46.56165,12/16/2022,11
5032805,30196097,12/1/2022,0.82668,12/2/2022,2
7572195,16834659,12/1/2022,20.98305,1/16/2023,44
3172754,27806561,12/1/2022,43.90731,1/23/2023,51
5028244,51759819,12/1/2022,58.93994,1/23/2023,51
9889826,62284317,12/1/2022,41.55516,1/25/2023,52
5171936,49150077,12/1/2022,21.63612,12/9/2022,5
5069884,72267186,12/1/2022,36.0882,1/23/2023,49
1938227,54881018,12/1/2022,86.65665,1/25/2023,53
3301718,56244783,12/1/2022,30.5847,12/2/2022,1
1469046,93095376,12/1/2022,20.3898,12/2/2022,1
2462431,76962870,12/1/2022,14.94252,12/2/2022,3
3932895,20082754,12/1/2022,70.89204,1/23/2023,51
9969540,55642455,12/2/2022,31.47072,1/14/2023,42
5584151,37982666,12/2/2022,11.2229,12/3/2022,1
8288055,41398029,12/2/2022,37.90032,12/26/2022,23
5469550,39743493,12/2/2022,27.06615,12/15/2022,10
9722758,79377728,12/2/2022,44.50878,1/25/2023,53
7197143,63105535,12/2/2022,41.55516,1/23/2023,51
5429641,55672395,12/2/2022,30.5847,12/3/2022,2
2994417,28837221,12/2/2022,38.68276,1/25/2023,49
9035099,79553922,12/2/2022,22.38696,12/3/2022,3
7850358,95722957,12/2/2022,21.57735,12/3/2022,1
7247450,41154502,12/2/2022,53.30871,1/25/2023,51
9887167,55781555,12/2/2022,19.01364,12/3/2022,1
4976239,24852910,12/2/2022,21.7602,1/18/2023,46
3749908,58510263,12/2/2022,54.63734,1/23/2023,47
2839615,90472481,12/2/2022,28.9338,1/15/2023,40
4156856,88864147,12/2/2022,12.5616,12/3/2022,1
6068364,37895721,12/2/2022,41.9661,1/21/2023,48
9711693,53704248,12/2/2022,40.8252,1/21/2023,50
9373437,78259723,12/2/2022,2.49042,12/3/2022,2
4671962,31684442,12/2/2022,9.02205,12/3/2022,2
6393921,57212529,12/2/2022,54.99221,12/22/2022,18
3951233,55987219,12/2/2022,7.851,12/3/2022,1
9168817,81610180,12/2/2022,34.79099,1/9/2023,33
3666013,14591054,12/2/2022,28.9338,12/21/2022,18
8521636,68415370,12/2/2022,38.08035,1/5/2023,32
2123634,88928406,12/2/2022,24.69038,12/3/2022,2
4320261,97484832,12/2/2022,7.81911,12/3/2022,0
2976045,73154349,12/3/2022,17.04664,12/19/2022,15
7847048,47546086,12/3/2022,24.8688,1/6/2023,33
2122681,33173799,12/3/2022,7.81911,12/4/2022,3
3767919,22697413,12/3/2022,38.4699,12/13/2022,8
7974518,46454567,12/3/2022,20.98305,1/5/2023,32
8994929,95283836,12/3/2022,65.09282,1/24/2023,49
8025421,84134475,12/3/2022,38.68276,1/23/2023,47
1327658,61338023,12/3/2022,36.71584,1/22/2023,48
5642499,26294153,12/3/2022,42.90834,12/9/2022,2
7965133,32555403,12/3/2022,11.80152,12/4/2022,4
8075872,16227011,12/3/2022,47.8911,1/23/2023,47
8235132,15706527,12/3/2022,3.07816,12/4/2022,4
2541699,20650875,12/3/2022,59.0634,1/22/2023,48
4607451,72075226,12/3/2022,100.24985,1/26/2023,51
2126310,22243983,12/3/2022,45.00663,1/24/2023,51
3373992,63698183,12/3/2022,31.86315,1/7/2023,33
7336233,89400335,12/3/2022,17.69942,12/4/2022,2
8797187,30842471,12/3/2022,83.25835,1/3/2023,27
8854299,23062622,12/3/2022,15.77266,12/4/2022,3
3743388,99702232,12/3/2022,64.30892,1/27/2023,52
6588030,45415982,12/3/2022,24.25254,1/7/2023,32
9156609,20782081,12/3/2022,30.30885,1/9/2023,35
6079546,92191342,12/3/2022,6.76936,12/4/2022,2
3409144,86368232,12/3/2022,42.64702,1/17/2023,41
3021677,28004380,12/3/2022,10.82646,12/4/2022,2
2371667,42548883,12/3/2022,42.6166,1/27/2023,51
6884604,90346328,12/3/2022,27.39462,12/24/2022,16
5193608,86452557,12/3/2022,54.56088,1/26/2023,52
8468713,66467984,12/3/2022,23.14704,1/16/2023,40
3318105,43849796,12/3/2022,54.48171,1/24/2023,49
2551275,34645799,12/3/2022,59.77008,1/25/2023,50
6767670,31914709,12/4/2022,25.62708,1/9/2023,33
7746781,97777422,12/4/2022,25.56996,12/7/2022,0
7305252,91420209,12/4/2022,27.66762,1/4/2023,28
6153067,87476147,12/4/2022,77.2242,1/27/2023,52
9190921,10214901,12/4/2022,53.81112,1/7/2023,31
4019906,77093782,12/4/2022,29.84928,1/14/2023,38
7236875,83012855,12/4/2022,40.64968,1/26/2023,48
8446735,96528081,12/4/2022,37.23148,12/15/2022,9
6082554,80445740,12/4/2022,19.09322,12/5/2022,1
2497512,26792376,12/4/2022,75.82476,1/24/2023,48
4745704,50067550,12/4/2022,26.16436,1/12/2023,37
9560225,60206663,12/4/2022,4.6629,12/5/2022,1
2709062,85493830,12/4/2022,7.85603,12/5/2022,1
7037208,19971024,12/4/2022,52.2399,12/10/2022,3
8955769,89463963,12/4/2022,53.81112,12/27/2022,19
6677939,28810409,12/4/2022,47.57229,1/26/2023,50
3018529,12909870,12/4/2022,18.18696,12/5/2022,0
5593503,37895663,12/4/2022,44.84701,1/28/2023,52
2386477,56477836,12/4/2022,2.79837,12/5/2022,1
7838023,25145863,12/4/2022,57.7155,1/23/2023,48
1872600,97161679,12/4/2022,47.71148,1/27/2023,52
4210985,20152539,12/4/2022,88.05456,1/26/2023,53
9443215,53529174,12/4/2022,62.82768,1/26/2023,49
7090487,70872342,12/4/2022,54.957,1/27/2023,51
8221845,24219637,12/4/2022,45.00663,1/24/2023,47
9853232,79054009,12/4/2022,23.6877,12/8/2022,2
6331060,27764558,12/4/2022,11.62196,12/5/2022,1
7614667,51685101,12/4/2022,45.5358,1/28/2023,53
1208983,93575856,12/4/2022,23.97372,12/9/2022,2
3707956,24845434,12/4/2022,20.30808,12/5/2022,2
5832385,33860571,12/4/2022,32.24052,12/28/2022,23
4077335,65015092,12/5/2022,40.26909,1/29/2023,53
5805648,48212434,12/5/2022,28.22476,12/20/2022,10
3058110,52150172,12/5/2022,35.54724,1/20/2023,41
9727015,97503200,12/5/2022,61.72595,1/28/2023,50
8125242,21881015,12/5/2022,19.07893,12/6/2022,1
6684714,59727306,12/5/2022,5.67825,12/6/2022,1
7853970,87391840,12/5/2022,44.50878,1/26/2023,47
5616370,21493731,12/5/2022,62.2605,1/24/2023,47
7129798,36031180,12/5/2022,9.30787,12/6/2022,1
3902376,35793646,12/5/2022,30.78207,1/17/2023,41
6034549,19840600,12/5/2022,10.82646,12/6/2022,0
8199730,83681919,12/5/2022,17.69942,12/6/2022,3
8480522,51541933,12/5/2022,6.64112,12/6/2022,3
4061643,62807935,12/5/2022,98.5507,1/24/2023,50
1625355,34742682,12/5/2022,20.32484,1/14/2023,37
5730558,28749173,12/5/2022,2.36877,12/6/2022,3
1593277,56418606,12/5/2022,1.66028,12/6/2022,4
7164827,27273211,12/5/2022,51.62534,12/6/2022,0
1135513,48857808,12/5/2022,6.15632,12/6/2022,2
5178041,92729773,12/5/2022,30.5847,12/6/2022,2
8863382,89786327,12/5/2022,49.38076,12/19/2022,12
3660785,94927162,12/5/2022,23.553,12/26/2022,18
2667391,79511019,12/5/2022,35.53155,12/12/2022,6
7707249,65175694,12/5/2022,19.92336,12/6/2022,1
9151801,83618872,12/5/2022,6.76936,12/6/2022,1
5345236,23862962,12/5/2022,107.04645,1/27/2023,50
1626170,26309371,12/5/2022,31.30829,12/6/2022,1
2919549,97874085,12/5/2022,8.56086,12/6/2022,3
6594589,21282229,12/5/2022,33.2056,1/24/2023,47
5232747,59783420,12/5/2022,52.2399,1/12/2023,36
7028175,71774245,12/5/2022,2.49042,12/6/2022,1
1733372,26697062,12/5/2022,10.1949,12/6/2022,4
8106025,28504576,12/5/2022,63.97053,1/24/2023,48
7223453,70640795,12/5/2022,56.5272,1/29/2023,51
8373026,80694625,12/6/2022,18.0441,12/15/2022,6
8632165,43347998,12/6/2022,58.8825,1/29/2023,51
2832194,98172626,12/6/2022,58.93994,1/25/2023,49
1572371,84808012,12/6/2022,39.09555,1/27/2023,48
1020517,21390585,12/6/2022,44.1779,12/29/2022,23
1149213,87261025,12/6/2022,19.6275,12/7/2022,2
2326648,24403481,12/6/2022,53.8678,1/28/2023,50
8641031,77621275,12/6/2022,66.04092,1/29/2023,52
6147942,59996586,12/6/2022,33.89388,12/13/2022,6
9103673,56377245,12/6/2022,40.8252,1/29/2023,53
5421727,89203413,12/6/2022,29.5317,1/22/2023,45
8159977,41887829,12/6/2022,16.4871,12/7/2022,1
4245755,49621513,12/6/2022,41.55516,1/26/2023,51
8107822,22097274,12/6/2022,68.45969,1/25/2023,50
2654169,21149884,12/6/2022,23.3145,12/22/2022,13
5583540,51188626,12/6/2022,2.62256,12/7/2022,1
8282208,84108315,12/6/2022,37.3116,1/4/2023,29
3058722,73104323,12/6/2022,72.6816,1/25/2023,46
7866413,82974361,12/6/2022,33.08085,1/27/2023,49
3569548,81231443,12/6/2022,58.0974,1/26/2023,49
8713146,30534124,12/6/2022,47.12076,1/25/2023,46
4392535,55082572,12/6/2022,21.45417,12/7/2022,1
8106422,47135391,12/6/2022,48.9192,1/14/2023,36
5450972,20211263,12/6/2022,69.66515,12/24/2022,16
7837776,47401092,12/6/2022,80.80488,1/30/2023,52
9328470,91400849,12/6/2022,80.63115,1/30/2023,55
8217658,14868579,12/6/2022,54.5112,1/14/2023,36
5283277,56530527,12/6/2022,19.42875,12/7/2022,1
2533751,94674420,12/6/2022,31.41384,1/24/2023,45
8555310,64220728,12/6/2022,17.44263,12/29/2022,19
8763225,12317495,12/6/2022,20.20122,12/7/2022,3
7337911,58072427,12/6/2022,15.70692,12/7/2022,0
5894261,15281383,12/6/2022,29.35152,12/7/2022,1
2875419,32676550,12/6/2022,32.32068,12/21/2022,15
2285251,37557812,12/6/2022,19.84032,12/7/2022,0
2361474,85637167,12/6/2022,33.00063,1/8/2023,30
5955190,16013654,12/6/2022,17.43294,12/7/2022,0
8285548,13778200,12/7/2022,69.95925,1/29/2023,52
3994865,35116909,12/7/2022,13.9887,12/8/2022,2
3360703,65993064,12/7/2022,31.41384,12/29/2022,19
4088269,78087370,12/7/2022,37.6848,1/10/2023,34
4559708,80767956,12/7/2022,0.78959,12/8/2022,1
7778269,18821485,12/7/2022,15.702,12/8/2022,2
6084824,99072761,12/7/2022,27.9774,12/28/2022,17
8891918,10038671,12/7/2022,44.7507,1/26/2023,49
9064677,61594165,12/7/2022,24.62528,12/18/2022,7
9105360,70241722,12/7/2022,46.6395,12/24/2022,14
7912261,41522381,12/7/2022,32.54641,1/9/2023,33
5285846,32859916,12/7/2022,56.17642,1/31/2023,53
9472875,32986369,12/7/2022,48.96045,1/27/2023,47
5968479,13158189,12/7/2022,63.5964,1/27/2023,49
6256890,22922575,12/7/2022,40.0401,1/29/2023,50
4808142,45729728,12/7/2022,26.11812,1/26/2023,45
3856164,60188348,12/7/2022,28.76978,12/11/2022,3
3542921,23724194,12/7/2022,78.27072,1/30/2023,53
2974207,62931974,12/7/2022,69.70986,1/31/2023,53
8831756,63223998,12/7/2022,37.03557,12/8/2022,2
7018685,50999730,12/7/2022,45.70671,12/21/2022,10
4121535,79601473,12/7/2022,48.50508,1/31/2023,53
6357646,58455143,12/7/2022,31.30829,12/24/2022,14
6926678,73862262,12/7/2022,48.16499,1/30/2023,49
4487272,16805868,12/7/2022,28.39125,12/8/2022,4
6097763,69217565,12/7/2022,4.96008,12/8/2022,1
4355853,34800996,12/7/2022,28.9338,1/22/2023,43
5237349,24215164,12/7/2022,9.47508,12/8/2022,2
7271085,12550813,12/7/2022,50.50305,12/28/2022,19
5137722,85345555,12/7/2022,40.78562,1/29/2023,49
8710832,85612600,12/7/2022,39.63465,1/31/2023,52
6877112,35085594,12/7/2022,43.76931,1/25/2023,46
2829215,56792399,12/7/2022,10.74684,12/8/2022,1
9627484,95725882,12/7/2022,52.90253,1/27/2023,48
5471188,62669959,12/8/2022,41.50143,1/28/2023,47
6636289,81851494,12/8/2022,5.09745,12/9/2022,2
3018097,66934872,12/8/2022,2.44596,12/9/2022,3
9954259,48385957,12/8/2022,6.92586,12/9/2022,2
4011272,47183404,12/8/2022,6.2172,12/9/2022,1
6539891,25195055,12/8/2022,10.77356,12/9/2022,0
5700293,91405981,12/8/2022,62.61658,1/27/2023,50
4871787,90436654,12/8/2022,35.53155,12/14/2022,2
2223706,13934616,12/8/2022,29.0487,1/9/2023,30
8006491,86893830,12/8/2022,3.94795,12/9/2022,0
5730740,80643033,12/8/2022,25.64595,1/11/2023,34
1142955,94946782,12/8/2022,10.10061,12/9/2022,1
9230054,74944298,12/8/2022,67.966,12/18/2022,6
6172822,69590884,12/8/2022,112.1439,1/30/2023,53
5413309,47269488,12/8/2022,47.94744,1/31/2023,52
8920892,16593339,12/8/2022,11.19348,12/9/2022,1
8470241,65993142,12/8/2022,9.0852,12/9/2022,2
6910856,41086582,12/8/2022,27.66762,1/24/2023,44
8700001,33130596,12/8/2022,19.46191,12/9/2022,0
7032783,63451468,12/8/2022,23.7881,12/9/2022,1
3854940,89847709,12/8/2022,24.8004,12/29/2022,21
1520374,11432019,12/8/2022,22.53735,12/28/2022,19
8785283,26018269,12/8/2022,18.64557,12/24/2022,14
8948326,25978233,12/8/2022,40.01608,2/1/2023,51
4060513,58525160,12/8/2022,24.3381,12/16/2022,6
9392388,94942673,12/8/2022,10.15404,12/9/2022,4
8600145,30524924,12/8/2022,46.94194,2/1/2023,53
6052852,72228214,12/8/2022,19.46191,12/9/2022,2
1988540,13454802,12/8/2022,37.3813,12/9/2022,3
1564059,67136170,12/8/2022,75.19343,1/27/2023,46
4639712,26550554,12/8/2022,49.74417,1/30/2023,50
1055548,47681666,12/8/2022,43.86378,1/28/2023,51
8297709,80257585,12/8/2022,8.4617,12/9/2022,4
3516508,72554981,12/8/2022,117.24135,1/28/2023,49
1061494,27596470,12/8/2022,90.05495,2/1/2023,52
9619245,18071725,12/8/2022,53.12896,1/31/2023,52
4520547,27477597,12/9/2022,1.22298,12/10/2022,1
9725395,45679876,12/9/2022,60.07807,1/28/2023,47
2830201,28336550,12/9/2022,67.16088,1/28/2023,48
3979023,61492407,12/9/2022,48.25847,1/7/2023,25
5613428,47561442,12/9/2022,19.56768,12/10/2022,2
2022626,56284345,12/9/2022,100.24985,1/31/2023,49
7661660,31401790,12/9/2022,47.57229,1/28/2023,46
2322824,86634982,12/9/2022,60.07807,1/28/2023,48
6271032,16405342,12/9/2022,23.60304,12/30/2022,21
8056762,87938424,12/9/2022,70.89204,1/30/2023,50
3797398,63794151,12/9/2022,23.3145,12/18/2022,4
9791397,64329495,12/9/2022,61.77041,1/28/2023,46
9882945,28992452,12/9/2022,58.1098,1/31/2023,51
5255351,77048234,12/9/2022,68.09367,1/31/2023,49
8412594,66835720,12/9/2022,11.00021,12/10/2022,3
7072992,13871020,12/9/2022,18.61574,12/10/2022,0
4530452,52670676,12/9/2022,60.00884,1/30/2023,48
7872579,98956027,12/9/2022,13.46748,12/10/2022,3
5373434,15439207,12/9/2022,4.73754,12/10/2022,4
9986438,56153339,12/9/2022,112.1439,1/31/2023,50
4560994,45213023,12/9/2022,69.70986,1/30/2023,51
6663290,64505900,12/9/2022,30.66255,12/14/2022,1
1055463,67615305,12/9/2022,27.66762,1/13/2023,35
7431021,87340050,12/9/2022,62.84824,2/2/2023,53
7274180,75251533,12/9/2022,55.84722,2/1/2023,49
6712098,29663961,12/9/2022,39.08045,12/10/2022,1
8953151,74336045,12/9/2022,2.33145,12/10/2022,2
8312129,93262564,12/9/2022,19.73975,12/10/2022,4
4864570,65648506,12/9/2022,4.66395,12/10/2022,0
1993408,65446415,12/9/2022,40.8834,1/25/2023,47
6454894,47162866,12/9/2022,3.93384,12/10/2022,1
3444368,53045133,12/9/2022,16.9234,12/10/2022,0
1180603,68672300,12/9/2022,9.17896,12/10/2022,1
3874329,37691425,12/9/2022,26.46468,1/23/2023,42
3217788,62835135,12/9/2022,83.25835,1/25/2023,47
6556214,13483086,12/9/2022,55.40688,1/28/2023,49
9646852,38091497,12/9/2022,54.10182,2/1/2023,50
5296735,23997010,12/9/2022,34.6293,1/10/2023,31
3667917,74743230,12/9/2022,19.84851,1/22/2023,40
7542007,66650860,12/10/2022,49.25056,1/31/2023,49
9681841,58573870,12/10/2022,38.68991,12/24/2022,11
5772877,54641542,12/10/2022,77.04774,1/29/2023,46
2802981,87173982,12/10/2022,19.6692,12/18/2022,4
3300729,51193039,12/10/2022,110.44475,1/30/2023,48
1415011,72216922,12/10/2022,20.4126,12/28/2022,15
8133660,63509858,12/10/2022,27.1864,12/11/2022,4
2968815,11894470,12/10/2022,37.6848,12/29/2022,19
9395465,49052492,12/10/2022,27.28044,1/17/2023,35
1489664,83025550,12/10/2022,12.31264,12/11/2022,3
7825534,59037300,12/10/2022,33.02046,12/16/2022,3
5133107,82519487,12/10/2022,3.73116,12/11/2022,2
8088706,28473642,12/10/2022,45.0747,2/2/2023,52
8590706,76476033,12/10/2022,18.64557,12/12/2022,3
5411139,73826867,12/10/2022,52.29882,2/3/2023,54
6842624,99121694,12/10/2022,21.15425,12/11/2022,2
3910495,89593852,12/10/2022,13.85172,12/11/2022,0
